Dre Gene ID	Dre Protein ID	Dre Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSDARP00000138196	ENSDARG00000077826	efcc1	ENSPKIP00000009409	ENSPKIG00000024532	efcc1
ENSDARP00000044646	ENSDARG00000033370	ppil3	ENSPKIP00000000314	ENSPKIG00000019031	PPIL3
ENSDARP00000127519	ENSDARG00000077987	zfat	ENSPKIP00000004135	ENSPKIG00000021355	zfat
ENSDARP00000122765	ENSDARG00000092746	si:ch211-150o23.2	ENSPKIP00000023153	ENSPKIG00000006890	
ENSDARP00000123686	ENSDARG00000114335	si:rp71-1f1.5	ENSPKIP00000021252	ENSPKIG00000005728	si:rp71-1f1.4
ENSDARP00000098027	ENSDARG00000078066	elk1	ENSPKIP00000007522	ENSPKIG00000023382	elk1
ENSDARP00000124165	ENSDARG00000003519	aprt	ENSPKIP00000025291	ENSPKIG00000008216	aprt
ENSDARP00000100410	ENSDARG00000078828	npb	ENSPKIP00000028432	ENSPKIG00000010078	npb
ENSDARP00000117834	ENSDARG00000043006	gnav1	ENSPKIP00000028467	ENSPKIG00000010103	gnav1
ENSDARP00000141836	ENSDARG00000099122	naa38	ENSPKIP00000022699	ENSPKIG00000006614	
ENSDARP00000063911	ENSDARG00000043531	jun	ENSPKIP00000027496	ENSPKIG00000009525	JUN
ENSDARP00000121623	ENSDARG00000063375	pter	ENSPKIP00000024145	ENSPKIG00000007511	pter
ENSDARP00000147014	ENSDARG00000029818	srsf5a	ENSPKIP00000015296	ENSPKIG00000002054	srsf5a
ENSDARP00000011821	ENSDARG00000016528	wdcp	ENSPKIP00000018483	ENSPKIG00000004029	wdcp
ENSDARP00000070540	ENSDARG00000053939	tgfa	ENSPKIP00000001323	ENSPKIG00000019657	tgfa
ENSDARP00000053606	ENSDARG00000036913	st6galnac6	ENSPKIP00000010359	ENSPKIG00000025105	st6galnac6
ENSDARP00000117034	ENSDARG00000026882	palm1a	ENSPKIP00000031795	ENSPKIG00000012142	palm1a
ENSDARP00000076500	ENSDARG00000008287	fam114a1	ENSPKIP00000018404	ENSPKIG00000003979	fam114a1
ENSDARP00000052991	ENSDARG00000036471	dand5	ENSPKIP00000026810	ENSPKIG00000009143	dand5
ENSDARP00000072407	ENSDARG00000055566	mastl	ENSPKIP00000028327	ENSPKIG00000009992	mastl
ENSDARP00000053217	ENSDARG00000053315	tmprss3a	ENSPKIP00000017234	ENSPKIG00000003233	tmprss3b
ENSDARP00000128738	ENSDARG00000097071	si:ch211-66i15.4	ENSPKIP00000036941	ENSPKIG00000015330	si:ch211-66i15.4
ENSDARP00000041991	ENSDARG00000011770	dhrs12	ENSPKIP00000002378	ENSPKIG00000020280	dhrs12
ENSDARP00000115951	ENSDARG00000079244	pigw	ENSPKIP00000038846	ENSPKIG00000016463	pigw
ENSDARP00000096305	ENSDARG00000071403	oaz1a	ENSPKIP00000041482	ENSPKIG00000018015	oaz1a
ENSDARP00000017787	ENSDARG00000018061	neil1	ENSPKIP00000023275	ENSPKIG00000006962	neil1
ENSDARP00000097753	ENSDARG00000078847	si:dkey-238o13.4	ENSPKIP00000019282	ENSPKIG00000004510	
ENSDARP00000069534	ENSDARG00000053074	gipc3	ENSPKIP00000033500	ENSPKIG00000013175	gipc3
ENSDARP00000117697	ENSDARG00000039208	nasp	ENSPKIP00000019149	ENSPKIG00000004431	NASP
ENSDARP00000119789	ENSDARG00000038556	zgc:112185	ENSPKIP00000022888	ENSPKIG00000006726	
ENSDARP00000134817	ENSDARG00000101115	med30	ENSPKIP00000000126	ENSPKIG00000018912	med30
ENSDARP00000142396	ENSDARG00000104487	mthfs	ENSPKIP00000040961	ENSPKIG00000017707	mthfs
ENSDARP00000099572	ENSDARG00000078309	fam83b	ENSPKIP00000038022	ENSPKIG00000015977	fam83b
ENSDARP00000148142	ENSDARG00000013655	tpd52l2b	ENSPKIP00000019782	ENSPKIG00000004820	tpd52l2b
ENSDARP00000060852	ENSDARG00000041511	pex10	ENSPKIP00000035268	ENSPKIG00000014293	pex10
ENSDARP00000008265	ENSDARG00000004015	adcyap1a	ENSPKIP00000029301	ENSPKIG00000010573	adcyap1a
ENSDARP00000062956	ENSDARG00000042892	paip1	ENSPKIP00000002625	ENSPKIG00000020456	paip1
ENSDARP00000124101	ENSDARG00000076121	smpd1	ENSPKIP00000033528	ENSPKIG00000013212	smpd1
ENSDARP00000076202	ENSDARG00000058818	rbm38	ENSPKIP00000010875	ENSPKIG00000025417	RBM38
ENSDARP00000095576	ENSDARG00000071048	ccn6	ENSPKIP00000000613	ENSPKIG00000019211	ccn6
ENSDARP00000007148	ENSDARG00000012790	tmem161a	ENSPKIP00000028441	ENSPKIG00000010088	tmem161a
ENSDARP00000112772	ENSDARG00000059630	mlec	ENSPKIP00000007711	ENSPKIG00000023496	mlec
ENSDARP00000034228	ENSDARG00000008165	caspa	ENSPKIP00000028783	ENSPKIG00000010208	caspa
ENSDARP00000152337	ENSDARG00000036117	mchr2b	ENSPKIP00000038070	ENSPKIG00000016013	mchr2b
ENSDARP00000111346	ENSDARG00000001244	srrm1	ENSPKIP00000025372	ENSPKIG00000008252	srrm1
ENSDARP00000120196	ENSDARG00000025754	ube2f	ENSPKIP00000030838	ENSPKIG00000011547	ube2f
ENSDARP00000138585	ENSDARG00000099491	tmem176l.1	ENSPKIP00000027988	ENSPKIG00000009813	tmem176l.4
ENSDARP00000129587	ENSDARG00000096905	otos2	ENSPKIP00000029145	ENSPKIG00000010509	otos2
ENSDARP00000132969	ENSDARG00000098605	slx1b	ENSPKIP00000023972	ENSPKIG00000007396	slx1b
ENSDARP00000107407	ENSDARG00000000019	ube2h	ENSPKIP00000026354	ENSPKIG00000008867	ube2h
ENSDARP00000093426	ENSDARG00000024561	nolc1	ENSPKIP00000022565	ENSPKIG00000006522	nolc1
ENSDARP00000081582	ENSDARG00000061240	cbln4	ENSPKIP00000023753	ENSPKIG00000007259	cbln4
ENSDARP00000126436	ENSDARG00000096457	si:dkey-118j18.2	ENSPKIP00000020517	ENSPKIG00000005269	si:dkey-118j18.2
ENSDARP00000134914	ENSDARG00000104173	tufm	ENSPKIP00000008237	ENSPKIG00000023809	tufm
ENSDARP00000108908	ENSDARG00000087528	snip1	ENSPKIP00000020659	ENSPKIG00000005359	SNIP1
ENSDARP00000142082	ENSDARG00000105453	kcnk17	ENSPKIP00000005742	ENSPKIG00000022301	kcnk17
ENSDARP00000124898	ENSDARG00000087180	ubxn2a	ENSPKIP00000018415	ENSPKIG00000003981	ubxn2a
ENSDARP00000115937	ENSDARG00000002576	cabp5a	ENSPKIP00000041751	ENSPKIG00000018179	cabp5a
ENSDARP00000150473	ENSDARG00000068966	tnfrsf14	ENSPKIP00000035613	ENSPKIG00000014478	
ENSDARP00000070045	ENSDARG00000053527	snx24	ENSPKIP00000006600	ENSPKIG00000022799	snx24
ENSDARP00000093077	ENSDARG00000031228	podxl	ENSPKIP00000021355	ENSPKIG00000005801	
ENSDARP00000023168	ENSDARG00000009494	xrcc1	ENSPKIP00000004872	ENSPKIG00000021785	xrcc1
ENSDARP00000076952	ENSDARG00000059404	rab43	ENSPKIP00000009452	ENSPKIG00000024563	rab43
ENSDARP00000105119	ENSDARG00000045066	entpd1	ENSPKIP00000027998	ENSPKIG00000009821	entpd1
ENSDARP00000140528	ENSDARG00000100055	tox2	ENSPKIP00000029563	ENSPKIG00000010730	tox2
ENSDARP00000120614	ENSDARG00000025094	edem1	ENSPKIP00000010309	ENSPKIG00000025073	edem1
ENSDARP00000063916	ENSDARG00000043536	si:dkey-86e18.1	ENSPKIP00000027532	ENSPKIG00000009550	si:dkey-86e18.1
ENSDARP00000139252	ENSDARG00000005058	ncapd2	ENSPKIP00000010735	ENSPKIG00000025333	ncapd2
ENSDARP00000091828	ENSDARG00000056005	dnajc18	ENSPKIP00000034840	ENSPKIG00000014018	dnajc18
ENSDARP00000141610	ENSDARG00000103765	stpg1	ENSPKIP00000017765	ENSPKIG00000003521	stpg1
ENSDARP00000106038	ENSDARG00000086764	mdc1	ENSPKIP00000014968	ENSPKIG00000001837	
ENSDARP00000066928	ENSDARG00000045513	taf3	ENSPKIP00000010165	ENSPKIG00000024986	taf3
ENSDARP00000150722	ENSDARG00000014914	lamp2	ENSPKIP00000028728	ENSPKIG00000010253	lamp2
ENSDARP00000152548	ENSDARG00000100804	st6galnac4	ENSPKIP00000010365	ENSPKIG00000025112	st6galnac4
ENSDARP00000103164	ENSDARG00000069332	tmem72	ENSPKIP00000039932	ENSPKIG00000017091	
ENSDARP00000138127	ENSDARG00000004748	zgc:100868	ENSPKIP00000039298	ENSPKIG00000016712	
ENSDARP00000122078	ENSDARG00000038518	snap29	ENSPKIP00000015210	ENSPKIG00000002004	snap29
ENSDARP00000009990	ENSDARG00000005220	pdcd6	ENSPKIP00000024526	ENSPKIG00000007739	PDCD6
ENSDARP00000119889	ENSDARG00000051957	selenom	ENSPKIP00000040810	ENSPKIG00000017624	selenom
ENSDARP00000114038	ENSDARG00000073705	rbfa	ENSPKIP00000004082	ENSPKIG00000021329	rbfa
ENSDARP00000095023	ENSDARG00000070792	lrrc15	ENSPKIP00000027387	ENSPKIG00000009470	
ENSDARP00000094621	ENSDARG00000070598	eno4	ENSPKIP00000028204	ENSPKIG00000009937	eno4
ENSDARP00000113648	ENSDARG00000058039	bhlhe22	ENSPKIP00000025331	ENSPKIG00000008248	bhlhe22
ENSDARP00000087506	ENSDARG00000063596	bud23	ENSPKIP00000034747	ENSPKIG00000013949	bud23
ENSDARP00000114026	ENSDARG00000021985	ercc2	ENSPKIP00000023198	ENSPKIG00000006883	ercc2
ENSDARP00000125210	ENSDARG00000096214	avpi1	ENSPKIP00000038576	ENSPKIG00000016293	
ENSDARP00000104347	ENSDARG00000075833	lyve1a	ENSPKIP00000006627	ENSPKIG00000022831	
ENSDARP00000142309	ENSDARG00000040358	spred3	ENSPKIP00000033715	ENSPKIG00000013316	spred3
ENSDARP00000136523	ENSDARG00000102937	hspbp1	ENSPKIP00000002941	ENSPKIG00000020646	hspbp1
ENSDARP00000099073	ENSDARG00000079610	akap9	ENSPKIP00000040775	ENSPKIG00000017609	
ENSDARP00000026457	ENSDARG00000037813	zgc:113278	ENSPKIP00000004646	ENSPKIG00000021655	zgc:113278
ENSDARP00000033992	ENSDARG00000023002	dtl	ENSPKIP00000003967	ENSPKIG00000021256	dtl
ENSDARP00000114411	ENSDARG00000077614	mtres1	ENSPKIP00000012547	ENSPKIG00000000305	mtres1
ENSDARP00000133381	ENSDARG00000036915	dolpp1	ENSPKIP00000010421	ENSPKIG00000025145	dolpp1
ENSDARP00000066362	ENSDARG00000045127	fam53c	ENSPKIP00000041121	ENSPKIG00000017801	fam53c
ENSDARP00000077082	ENSDARG00000076486	acp1	ENSPKIP00000022569	ENSPKIG00000006517	ACP1
ENSDARP00000034252	ENSDARG00000043173	cela1.3	ENSPKIP00000009752	ENSPKIG00000024733	cela1.1
ENSDARP00000123428	ENSDARG00000060580	tasp1	ENSPKIP00000009230	ENSPKIG00000024416	tasp1
ENSDARP00000058570	ENSDARG00000040046	snai2	ENSPKIP00000015593	ENSPKIG00000002254	SNAI2
ENSDARP00000094648	ENSDARG00000056075	rca2.1	ENSPKIP00000030056	ENSPKIG00000011036	
ENSDARP00000052419	ENSDARG00000036105	si:dkeyp-92c9.2	ENSPKIP00000018356	ENSPKIG00000003949	si:dkeyp-92c9.2
ENSDARP00000011133	ENSDARG00000018264	trim101	ENSPKIP00000019884	ENSPKIG00000004867	trim101
ENSDARP00000141846	ENSDARG00000102912	gpr184	ENSPKIP00000027861	ENSPKIG00000009735	gpr184
ENSDARP00000156867	ENSDARG00000091006	cobl	ENSPKIP00000032600	ENSPKIG00000012618	cobl
ENSDARP00000010975	ENSDARG00000002894	aven	ENSPKIP00000034432	ENSPKIG00000013758	
ENSDARP00000034733	ENSDARG00000023963	tpm4a	ENSPKIP00000012302	ENSPKIG00000000130	
ENSDARP00000058338	ENSDARG00000039882	ap3s2	ENSPKIP00000002364	ENSPKIG00000020282	ap3s2
ENSDARP00000104399	ENSDARG00000114133	hist1h2a5	ENSPKIP00000003821	ENSPKIG00000021160	
ENSDARP00000008647	ENSDARG00000019300	ints7	ENSPKIP00000004051	ENSPKIG00000021288	ints7
ENSDARP00000138793	ENSDARG00000099943	mapre2	ENSPKIP00000016211	ENSPKIG00000002629	mapre2
ENSDARP00000011008	ENSDARG00000010442	rnf11a	ENSPKIP00000027403	ENSPKIG00000009428	rnf11a
ENSDARP00000021537	ENSDARG00000007315	tmpoa	ENSPKIP00000024624	ENSPKIG00000007795	tmpob
ENSDARP00000094591	ENSDARG00000033234	stmn2a	ENSPKIP00000011477	ENSPKIG00000018549	STMN2
ENSDARP00000032601	ENSDARG00000027345	mpzl2b	ENSPKIP00000010626	ENSPKIG00000025272	MPZL2
ENSDARP00000118611	ENSDARG00000093684	tmem238a	ENSPKIP00000014947	ENSPKIG00000001829	tmem238a
ENSDARP00000101657	ENSDARG00000074490	golm2	ENSPKIP00000036241	ENSPKIG00000014876	GOLM2
ENSDARP00000070155	ENSDARG00000053620	ebi3	ENSPKIP00000026600	ENSPKIG00000009019	ebi3
ENSDARP00000018158	ENSDARG00000018190	get3	ENSPKIP00000025510	ENSPKIG00000008352	ASNA1
ENSDARP00000148987	ENSDARG00000078404	cdh26.1	ENSPKIP00000010918	ENSPKIG00000025447	cdh26.1
ENSDARP00000141878	ENSDARG00000101216	meaf6	ENSPKIP00000020944	ENSPKIG00000005531	meaf6
ENSDARP00000111776	ENSDARG00000043970	lrpprc	ENSPKIP00000005746	ENSPKIG00000022232	lrpprc
ENSDARP00000114441	ENSDARG00000005704	eps8l3b	ENSPKIP00000036848	ENSPKIG00000015267	
ENSDARP00000091417	ENSDARG00000069260	rec8b	ENSPKIP00000029980	ENSPKIG00000011018	
ENSDARP00000031200	ENSDARG00000034326	ing3	ENSPKIP00000038083	ENSPKIG00000015991	ing3
ENSDARP00000119574	ENSDARG00000041570	mrpl39	ENSPKIP00000028922	ENSPKIG00000010371	mrpl39
ENSDARP00000138622	ENSDARG00000104458	rnasekb	ENSPKIP00000000864	ENSPKIG00000019376	rnasekb
ENSDARP00000099762	ENSDARG00000012138	sgce	ENSPKIP00000014410	ENSPKIG00000001468	sgce
ENSDARP00000099084	ENSDARG00000079166	ace	ENSPKIP00000004957	ENSPKIG00000021793	ace
ENSDARP00000131223	ENSDARG00000099273	zgc:103508	ENSPKIP00000000838	ENSPKIG00000019351	zgc:103508
ENSDARP00000138197	ENSDARG00000004328	lin28aa	ENSPKIP00000019312	ENSPKIG00000004532	lin28aa
ENSDARP00000068527	ENSDARG00000079854	scyl1	ENSPKIP00000026454	ENSPKIG00000008898	scyl1
ENSDARP00000112326	ENSDARG00000089828	si:rp71-19m20.1	ENSPKIP00000016792	ENSPKIG00000002972	si:rp71-19m20.1
ENSDARP00000145727	ENSDARG00000100452	nop53	ENSPKIP00000012293	ENSPKIG00000000127	nop53
ENSDARP00000055442	ENSDARG00000038040	tpk1	ENSPKIP00000009507	ENSPKIG00000024582	tpk1
ENSDARP00000038801	ENSDARG00000032326	mecr	ENSPKIP00000019217	ENSPKIG00000004463	mecr
ENSDARP00000007002	ENSDARG00000018049	sf3b2	ENSPKIP00000039099	ENSPKIG00000016576	sf3b2
ENSDARP00000116548	ENSDARG00000059442	smtnb	ENSPKIP00000040591	ENSPKIG00000017489	
ENSDARP00000114662	ENSDARG00000035080	hsf2bp	ENSPKIP00000027491	ENSPKIG00000009536	HSF2BP
ENSDARP00000131986	ENSDARG00000099953	si:dkey-202l22.3	ENSPKIP00000027838	ENSPKIG00000009725	si:dkey-202l22.3
ENSDARP00000067735	ENSDARG00000046074	stk11	ENSPKIP00000029484	ENSPKIG00000010702	stk11
ENSDARP00000097574	ENSDARG00000029803	oxgr1b	ENSPKIP00000030377	ENSPKIG00000011248	oxgr1a.2
ENSDARP00000119903	ENSDARG00000058053	serping1	ENSPKIP00000009835	ENSPKIG00000024786	serping1
ENSDARP00000134458	ENSDARG00000100025	uqcc4	ENSPKIP00000023092	ENSPKIG00000006856	uqcc4
ENSDARP00000123623	ENSDARG00000052244	kiaa0232	ENSPKIP00000034742	ENSPKIG00000013956	kiaa0232
ENSDARP00000095297	ENSDARG00000070923	cav4b	ENSPKIP00000009005	ENSPKIG00000024278	cav4b
ENSDARP00000018976	ENSDARG00000008573	fam20b	ENSPKIP00000027593	ENSPKIG00000009592	fam20b
ENSDARP00000009420	ENSDARG00000013861	armc1	ENSPKIP00000025298	ENSPKIG00000008223	armc1
ENSDARP00000000070	ENSDARG00000000069	dap	ENSPKIP00000021306	ENSPKIG00000005766	dap
ENSDARP00000045402	ENSDARG00000053868	etsrp	ENSPKIP00000009811	ENSPKIG00000024769	etsrp
ENSDARP00000069196	ENSDARG00000077588	pdgfc	ENSPKIP00000011852	ENSPKIG00000018386	pdgfc
ENSDARP00000024104	ENSDARG00000021149	cbr1l	ENSPKIP00000041242	ENSPKIG00000017867	cbr1l
ENSDARP00000009619	ENSDARG00000009806	smfn	ENSPKIP00000013503	ENSPKIG00000000911	smfn
ENSDARP00000066367	ENSDARG00000045130	klhl11	ENSPKIP00000002689	ENSPKIG00000020486	klhl11
ENSDARP00000117429	ENSDARG00000058058	igf3	ENSPKIP00000037607	ENSPKIG00000015720	
ENSDARP00000148712	ENSDARG00000103914	si:ch73-52e5.2	ENSPKIP00000015753	ENSPKIG00000002358	them6
ENSDARP00000058289	ENSDARG00000039851	dhdds	ENSPKIP00000012442	ENSPKIG00000000236	dhdds
ENSDARP00000113460	ENSDARG00000025948	mlh1	ENSPKIP00000004259	ENSPKIG00000021434	mlh1
ENSDARP00000040770	ENSDARG00000029500	rpl34	ENSPKIP00000013126	ENSPKIG00000000673	rpl34
ENSDARP00000122284	ENSDARG00000011553	atp5pb	ENSPKIP00000016440	ENSPKIG00000002761	atp5pb
ENSDARP00000124176	ENSDARG00000007614	wwox	ENSPKIP00000013255	ENSPKIG00000000751	wwox
ENSDARP00000105999	ENSDARG00000089383	il1fma	ENSPKIP00000033234	ENSPKIG00000013024	
ENSDARP00000051669	ENSDARG00000035634	rfc5	ENSPKIP00000026845	ENSPKIG00000009147	rfc5
ENSDARP00000046856	ENSDARG00000033854	abrab	ENSPKIP00000000223	ENSPKIG00000018974	abrab
ENSDARP00000066545	ENSDARG00000045249	nif3l1	ENSPKIP00000015571	ENSPKIG00000002240	nif3l1
ENSDARP00000066557	ENSDARG00000045257	decr2	ENSPKIP00000022220	ENSPKIG00000006319	decr2
ENSDARP00000066929	ENSDARG00000045514	atp5f1c	ENSPKIP00000010157	ENSPKIG00000024970	atp5f1c
ENSDARP00000124177	ENSDARG00000039626	nrgna	ENSPKIP00000040121	ENSPKIG00000017217	NRGN
ENSDARP00000138851	ENSDARG00000103127	gpn2	ENSPKIP00000002030	ENSPKIG00000020086	gpn2
ENSDARP00000066894	ENSDARG00000045485	rassf8b	ENSPKIP00000000965	ENSPKIG00000019425	RASSF8
ENSDARP00000041370	ENSDARG00000029250	poli	ENSPKIP00000009522	ENSPKIG00000024605	poli
ENSDARP00000087580	ENSDARG00000063466	isy1	ENSPKIP00000009499	ENSPKIG00000024592	isy1
ENSDARP00000102816	ENSDARG00000074688	fbrs	ENSPKIP00000027445	ENSPKIG00000009503	fbrs
ENSDARP00000070224	ENSDARG00000060494	eprs1	ENSPKIP00000006965	ENSPKIG00000023015	eprs1
ENSDARP00000094438	ENSDARG00000053240	kif6	ENSPKIP00000005872	ENSPKIG00000022356	kif6
ENSDARP00000053945	ENSDARG00000037116	cxcl12a	ENSPKIP00000039418	ENSPKIG00000016660	cxcl12b
ENSDARP00000153136	ENSDARG00000059029	mmp28	ENSPKIP00000035325	ENSPKIG00000014321	mmp28
ENSDARP00000110708	ENSDARG00000003259	loxa	ENSPKIP00000006647	ENSPKIG00000022841	loxa
ENSDARP00000067130	ENSDARG00000053131	irak3	ENSPKIP00000011873	ENSPKIG00000018360	irak3
ENSDARP00000112736	ENSDARG00000021242	mvp	ENSPKIP00000011932	ENSPKIG00000018322	mvp
ENSDARP00000082073	ENSDARG00000061446	smap2	ENSPKIP00000007749	ENSPKIG00000023520	smap2
ENSDARP00000119398	ENSDARG00000058608	wsb2	ENSPKIP00000026883	ENSPKIG00000009180	wsb2
ENSDARP00000130410	ENSDARG00000102025	znf644b	ENSPKIP00000017990	ENSPKIG00000003708	znf644b
ENSDARP00000138844	ENSDARG00000058930	cldn10e	ENSPKIP00000010956	ENSPKIG00000025468	cldn10e
ENSDARP00000123522	ENSDARG00000023228	vsnl1a	ENSPKIP00000032127	ENSPKIG00000012336	vsnl1a
ENSDARP00000064402	ENSDARG00000043864	nptnb	ENSPKIP00000000917	ENSPKIG00000019379	NPTN
ENSDARP00000058734	ENSDARG00000040157	glt8d1	ENSPKIP00000035636	ENSPKIG00000014505	glt8d1
ENSDARP00000142057	ENSDARG00000105363	si:ch211-207g17.3	ENSPKIP00000032744	ENSPKIG00000012712	ccr2
ENSDARP00000015825	ENSDARG00000018325	taf5	ENSPKIP00000015333	ENSPKIG00000002076	taf5
ENSDARP00000136160	ENSDARG00000103642	pglyrp6	ENSPKIP00000023052	ENSPKIG00000006826	pglyrp6
ENSDARP00000098464	ENSDARG00000068814	spata2l	ENSPKIP00000002782	ENSPKIG00000020541	
ENSDARP00000133488	ENSDARG00000103545	dynlt5	ENSPKIP00000000132	ENSPKIG00000018906	dynlt5
ENSDARP00000076869	ENSDARG00000059337	tgif1	ENSPKIP00000003180	ENSPKIG00000020785	tgif1
ENSDARP00000055169	ENSDARG00000037865	cln3	ENSPKIP00000039398	ENSPKIG00000016764	cln3
ENSDARP00000112534	ENSDARG00000074851	s1pr4	ENSPKIP00000029125	ENSPKIG00000010500	s1pr4
ENSDARP00000018393	ENSDARG00000006514	her6	ENSPKIP00000018071	ENSPKIG00000003768	her6
ENSDARP00000114765	ENSDARG00000036818	hyal3	ENSPKIP00000014597	ENSPKIG00000001624	hyal3
ENSDARP00000115176	ENSDARG00000069781	rec114	ENSPKIP00000000936	ENSPKIG00000019414	rec114
ENSDARP00000016818	ENSDARG00000020642	gtdc1	ENSPKIP00000031486	ENSPKIG00000011945	gtdc1
ENSDARP00000137794	ENSDARG00000090986	si:dkeyp-115e12.6	ENSPKIP00000034730	ENSPKIG00000013952	si:dkeyp-115e12.6
ENSDARP00000114663	ENSDARG00000011493	dcun1d3	ENSPKIP00000027536	ENSPKIG00000009560	DCUN1D3
ENSDARP00000051565	ENSDARG00000035570	zgc:101016	ENSPKIP00000013436	ENSPKIG00000000880	zgc:101016
ENSDARP00000015357	ENSDARG00000016238	arl6ip5b	ENSPKIP00000009565	ENSPKIG00000024630	arl6ip5b
ENSDARP00000012705	ENSDARG00000010619	themis	ENSPKIP00000030588	ENSPKIG00000011385	themis
ENSDARP00000095121	ENSDARG00000028295	mkrn4	ENSPKIP00000038615	ENSPKIG00000016323	mkrn4
ENSDARP00000136398	ENSDARG00000101877	rbm34	ENSPKIP00000027060	ENSPKIG00000009284	rbm34
ENSDARP00000061015	ENSDARG00000041631	psme3ip1	ENSPKIP00000005340	ENSPKIG00000022049	psme3ip1
ENSDARP00000025160	ENSDARG00000020454	psmd8	ENSPKIP00000033661	ENSPKIG00000013294	psmd8
ENSDARP00000109783	ENSDARG00000007405	strap	ENSPKIP00000024497	ENSPKIG00000007718	strap
ENSDARP00000116664	ENSDARG00000038910	pccb	ENSPKIP00000004099	ENSPKIG00000021332	pccb
ENSDARP00000125736	ENSDARG00000078605	ptger1a	ENSPKIP00000025544	ENSPKIG00000008380	ptger1b
ENSDARP00000109389	ENSDARG00000089901	si:ch211-261n11.8	ENSPKIP00000016704	ENSPKIG00000002916	
ENSDARP00000064149	ENSDARG00000043687	saysd1	ENSPKIP00000017838	ENSPKIG00000003596	saysd1
ENSDARP00000113026	ENSDARG00000079575	aff3	ENSPKIP00000030310	ENSPKIG00000011220	aff3
ENSDARP00000070145	ENSDARG00000053636	cracr2b	ENSPKIP00000000021	ENSPKIG00000018849	cracr2b
ENSDARP00000125277	ENSDARG00000096003	atp5md	ENSPKIP00000013661	ENSPKIG00000001009	atp5md
ENSDARP00000141619	ENSDARG00000104581	tom1	ENSPKIP00000022807	ENSPKIG00000006675	tom1
ENSDARP00000092390	ENSDARG00000069696	lrif1	ENSPKIP00000023273	ENSPKIG00000006964	
ENSDARP00000142304	ENSDARG00000067517	ccdc15	ENSPKIP00000040192	ENSPKIG00000017258	ccdc15
ENSDARP00000145577	ENSDARG00000019990	cabp1a	ENSPKIP00000039158	ENSPKIG00000016627	
ENSDARP00000045638	ENSDARG00000005547	rint1	ENSPKIP00000023268	ENSPKIG00000006961	rint1
ENSDARP00000108530	ENSDARG00000055086	ggnbp2	ENSPKIP00000038757	ENSPKIG00000016390	ggnbp2
ENSDARP00000124379	ENSDARG00000022996	setx	ENSPKIP00000010441	ENSPKIG00000025162	SETX
ENSDARP00000109477	ENSDARG00000088277	susd5	ENSPKIP00000030465	ENSPKIG00000011308	
ENSDARP00000072773	ENSDARG00000055897	zgc:154093	ENSPKIP00000023270	ENSPKIG00000006963	zgc:154093
ENSDARP00000143757	ENSDARG00000073918	rnf41l	ENSPKIP00000036448	ENSPKIG00000015013	rnf41l
ENSDARP00000040755	ENSDARG00000029259	zgc:136493	ENSPKIP00000004046	ENSPKIG00000021305	zgc:136493
ENSDARP00000154852	ENSDARG00000004343	nelfe	ENSPKIP00000031661	ENSPKIG00000012048	nelfe
ENSDARP00000011048	ENSDARG00000016011	gpcpd1	ENSPKIP00000017853	ENSPKIG00000003553	gpcpd1
ENSDARP00000134787	ENSDARG00000104907	ing2	ENSPKIP00000023688	ENSPKIG00000007217	ING2
ENSDARP00000098754	ENSDARG00000076420	dkk2	ENSPKIP00000032712	ENSPKIG00000012697	
ENSDARP00000015395	ENSDARG00000014357	amh	ENSPKIP00000041442	ENSPKIG00000017996	amh
ENSDARP00000057688	ENSDARG00000039486	bag3	ENSPKIP00000020797	ENSPKIG00000005450	bag3
ENSDARP00000097881	ENSDARG00000079183	sod3b	ENSPKIP00000016159	ENSPKIG00000002602	sod3b
ENSDARP00000013949	ENSDARG00000013950	pdf	ENSPKIP00000019242	ENSPKIG00000004491	pdf
ENSDARP00000073029	ENSDARG00000056138	sf3b1	ENSPKIP00000013335	ENSPKIG00000000784	sf3b1
ENSDARP00000127658	ENSDARG00000052912	cfap92	ENSPKIP00000009389	ENSPKIG00000024519	cfap92
ENSDARP00000130633	ENSDARG00000098375	polr1a	ENSPKIP00000020917	ENSPKIG00000005468	polr1a
ENSDARP00000150431	ENSDARG00000076501	asxl2	ENSPKIP00000035054	ENSPKIG00000014149	asxl2
ENSDARP00000104330	ENSDARG00000077261	lmod1b	ENSPKIP00000040134	ENSPKIG00000017225	lmod1b
ENSDARP00000058612	ENSDARG00000040080	fli1rs	ENSPKIP00000009832	ENSPKIG00000024784	fli1rs
ENSDARP00000100022	ENSDARG00000018065	ntm	ENSPKIP00000019302	ENSPKIG00000004498	ntm
ENSDARP00000117165	ENSDARG00000062349	arhgap15	ENSPKIP00000031562	ENSPKIG00000012000	arhgap15
ENSDARP00000057773	ENSDARG00000039543	mrps6	ENSPKIP00000022535	ENSPKIG00000006507	mrps6
ENSDARP00000066410	ENSDARG00000045167	dlgap5	ENSPKIP00000019213	ENSPKIG00000004471	
ENSDARP00000139745	ENSDARG00000086665	si:dkey-175g6.2	ENSPKIP00000000758	ENSPKIG00000019312	si:dkey-175g6.2
ENSDARP00000133022	ENSDARG00000102486	si:ch73-359m17.11	ENSPKIP00000038935	ENSPKIG00000016512	si:ch73-359m17.11
