Eel Gene ID	Eel Protein ID	Eel Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSEEEP00000023237	ENSEEEG00000011267	sdr16c5a	ENSPKIP00000020958	ENSPKIG00000005543	sdr16c5a
ENSEEEP00000039673	ENSEEEG00000018792	pglyrp6	ENSPKIP00000023052	ENSPKIG00000006826	pglyrp6
ENSEEEP00000029001	ENSEEEG00000013910	DNAJC19	ENSPKIP00000035055	ENSPKIG00000014152	dnajc19
ENSEEEP00000008461	ENSEEEG00000004416	zgc:194224	ENSPKIP00000037863	ENSPKIG00000015891	fsaf1
ENSEEEP00000061660	ENSEEEG00000028148		ENSPKIP00000000364	ENSPKIG00000019057	
ENSEEEP00000041558	ENSEEEG00000019656	NEK3	ENSPKIP00000016058	ENSPKIG00000002547	NEK3
ENSEEEP00000013134	ENSEEEG00000005805	VWA8	ENSPKIP00000023256	ENSPKIG00000006831	vwa8
ENSEEEP00000010149	ENSEEEG00000005148	cabz01076234.2	ENSPKIP00000021474	ENSPKIG00000005844	
ENSEEEP00000010371	ENSEEEG00000005255	NBN	ENSPKIP00000012676	ENSPKIG00000000399	nbn
ENSEEEP00000023867	ENSEEEG00000011581	SLC22A16	ENSPKIP00000033905	ENSPKIG00000013446	slc22a16
ENSEEEP00000002214	ENSEEEG00000001350	C1QTNF7	ENSPKIP00000022298	ENSPKIG00000006363	c1qtnf7
ENSEEEP00000035426	ENSEEEG00000016873		ENSPKIP00000021562	ENSPKIG00000005910	
ENSEEEP00000028164	ENSEEEG00000013555	BTD	ENSPKIP00000012084	ENSPKIG00000025675	btd
ENSEEEP00000020075	ENSEEEG00000009694	mcm8	ENSPKIP00000037519	ENSPKIG00000015648	mcm8
ENSEEEP00000049630	ENSEEEG00000023338	SRA1	ENSPKIP00000001055	ENSPKIG00000019491	sra1
ENSEEEP00000019005	ENSEEEG00000009317	GNG4	ENSPKIP00000026601	ENSPKIG00000009012	GNG4
ENSEEEP00000018831	ENSEEEG00000009252	dtnbp1b	ENSPKIP00000016801	ENSPKIG00000002974	dtnbp1b
ENSEEEP00000010168	ENSEEEG00000005158	tra2b	ENSPKIP00000027997	ENSPKIG00000009810	tra2b
ENSEEEP00000047328	ENSEEEG00000022282		ENSPKIP00000020305	ENSPKIG00000005136	
ENSEEEP00000009034	ENSEEEG00000004655	RMDN2	ENSPKIP00000026353	ENSPKIG00000008860	
ENSEEEP00000002204	ENSEEEG00000001322	CC2D2A	ENSPKIP00000022207	ENSPKIG00000006303	cc2d2a
ENSEEEP00000047331	ENSEEEG00000022284	SHOX	ENSPKIP00000020275	ENSPKIG00000005101	shox
ENSEEEP00000023865	ENSEEEG00000011578	METTL24	ENSPKIP00000033860	ENSPKIG00000013414	METTL24
ENSEEEP00000010363	ENSEEEG00000005249	OSGIN2	ENSPKIP00000012659	ENSPKIG00000000385	osgin2
ENSEEEP00000000987	ENSEEEG00000000672	si:dkey-54n8.2	ENSPKIP00000034920	ENSPKIG00000014069	tp53i13
ENSEEEP00000015165	ENSEEEG00000007558	CLSPN	ENSPKIP00000006322	ENSPKIG00000022647	CLSPN
ENSEEEP00000000957	ENSEEEG00000000564	mmp20b	ENSPKIP00000033026	ENSPKIG00000012852	mmp20b
ENSEEEP00000032026	ENSEEEG00000015281	si:dkey-6i22.5	ENSPKIP00000013956	ENSPKIG00000001164	si:dkey-6i22.5
ENSEEEP00000049622	ENSEEEG00000023329	unga	ENSPKIP00000040728	ENSPKIG00000017575	UNG
ENSEEEP00000022373	ENSEEEG00000010867	etaa1b	ENSPKIP00000019775	ENSPKIG00000004813	
ENSEEEP00000032019	ENSEEEG00000015276	med19a	ENSPKIP00000037346	ENSPKIG00000015554	MED19
ENSEEEP00000035433	ENSEEEG00000016875	C11orf68	ENSPKIP00000024205	ENSPKIG00000007550	zgc:63470
ENSEEEP00000057628	ENSEEEG00000025224	C1D	ENSPKIP00000019895	ENSPKIG00000004877	c1d
ENSEEEP00000047790	ENSEEEG00000022489	mt2	ENSPKIP00000005981	ENSPKIG00000022445	mt2
ENSEEEP00000029499	ENSEEEG00000014128	TMEM80	ENSPKIP00000041263	ENSPKIG00000017885	TMEM80
ENSEEEP00000020447	ENSEEEG00000009911	CUBN	ENSPKIP00000018011	ENSPKIG00000003626	cubn
ENSEEEP00000064331	ENSEEEG00000028014	DRAP1	ENSPKIP00000001237	ENSPKIG00000019601	drap1
ENSEEEP00000060396	ENSEEEG00000025097	SLC29A3	ENSPKIP00000022403	ENSPKIG00000006422	slc29a3
ENSEEEP00000044515	ENSEEEG00000021029	WASF1	ENSPKIP00000033621	ENSPKIG00000013254	wasf1
ENSEEEP00000013305	ENSEEEG00000006663	LUZP1	ENSPKIP00000035907	ENSPKIG00000014679	luzp1
ENSEEEP00000047799	ENSEEEG00000022495	bbs2	ENSPKIP00000015369	ENSPKIG00000002095	bbs2
ENSEEEP00000059933	ENSEEEG00000028979		ENSPKIP00000006365	ENSPKIG00000022675	
ENSEEEP00000044513	ENSEEEG00000021028	GPR6	ENSPKIP00000033554	ENSPKIG00000013224	gpr6
ENSEEEP00000022526	ENSEEEG00000010935	rxylt1	ENSPKIP00000031197	ENSPKIG00000011774	rxylt1
ENSEEEP00000015168	ENSEEEG00000007564	PSMB2	ENSPKIP00000006386	ENSPKIG00000022685	psmb2
ENSEEEP00000000172	ENSEEEG00000000131	ZCCHC24	ENSPKIP00000025773	ENSPKIG00000008523	zcchc24
ENSEEEP00000011900	ENSEEEG00000005997	SCAF8	ENSPKIP00000003899	ENSPKIG00000021212	SCAF8
ENSEEEP00000017987	ENSEEEG00000008863	YPEL1	ENSPKIP00000033019	ENSPKIG00000012882	
ENSEEEP00000013299	ENSEEEG00000006662	ptafr	ENSPKIP00000035585	ENSPKIG00000014490	ptafr
ENSEEEP00000058350	ENSEEEG00000003617		ENSPKIP00000026563	ENSPKIG00000008958	
ENSEEEP00000035262	ENSEEEG00000016770	rps12	ENSPKIP00000008825	ENSPKIG00000024161	rps12
ENSEEEP00000022522	ENSEEEG00000010933	C19orf12	ENSPKIP00000019124	ENSPKIG00000004426	C19orf12
ENSEEEP00000015173	ENSEEEG00000007566	TFAP2E	ENSPKIP00000006426	ENSPKIG00000022714	tfap2e
ENSEEEP00000001254	ENSEEEG00000000732	KIAA0895L	ENSPKIP00000020421	ENSPKIG00000005210	kiaa0895l
ENSEEEP00000055510	ENSEEEG00000010989	PACRG	ENSPKIP00000035571	ENSPKIG00000014473	pacrg
ENSEEEP00000049614	ENSEEEG00000023328	ALKBH2	ENSPKIP00000010362	ENSPKIG00000025109	alkbh2
ENSEEEP00000024438	ENSEEEG00000011856	pard6gb	ENSPKIP00000016707	ENSPKIG00000002917	pard6gb
ENSEEEP00000049613	ENSEEEG00000023327	BCL7A	ENSPKIP00000008141	ENSPKIG00000023772	bcl7a
ENSEEEP00000000699	ENSEEEG00000000345	mmp20a	ENSPKIP00000032762	ENSPKIG00000012694	mmp20a
ENSEEEP00000058398	ENSEEEG00000025181	si:ch211-150o23.3	ENSPKIP00000009175	ENSPKIG00000024388	
ENSEEEP00000063603	ENSEEEG00000021024	FIG4	ENSPKIP00000033529	ENSPKIG00000013189	FIG4
ENSEEEP00000022520	ENSEEEG00000010931		ENSPKIP00000002740	ENSPKIG00000020521	
ENSEEEP00000016438	ENSEEEG00000008139	NFS1	ENSPKIP00000040295	ENSPKIG00000017289	nfs1
ENSEEEP00000024436	ENSEEEG00000011855	BLOC1S4	ENSPKIP00000016649	ENSPKIG00000002886	bloc1s4
ENSEEEP00000061376	ENSEEEG00000025378	SH3BGRL3	ENSPKIP00000008811	ENSPKIG00000024153	zgc:153284
ENSEEEP00000010351	ENSEEEG00000005241	GTPBP10	ENSPKIP00000012621	ENSPKIG00000000352	gtpbp10
ENSEEEP00000000140	ENSEEEG00000000102	si:dkey-275b16.2	ENSPKIP00000040097	ENSPKIG00000017191	paox
ENSEEEP00000053927	ENSEEEG00000027615	SH3BGRL2	ENSPKIP00000008802	ENSPKIG00000024140	sh3bgrl2
ENSEEEP00000023252	ENSEEEG00000011274	lhx8a	ENSPKIP00000027906	ENSPKIG00000009750	lhx8a
ENSEEEP00000051292	ENSEEEG00000024065	si:ch211-57i17.1	ENSPKIP00000033289	ENSPKIG00000013046	fez2a
ENSEEEP00000048870	ENSEEEG00000022982	tcima	ENSPKIP00000012136	ENSPKIG00000000036	tcima
ENSEEEP00000016990	ENSEEEG00000008418	RSPH14	ENSPKIP00000003124	ENSPKIG00000020758	rsph14
ENSEEEP00000015174	ENSEEEG00000007567	NCDN	ENSPKIP00000006470	ENSPKIG00000022739	ncdn
ENSEEEP00000028157	ENSEEEG00000013552	MTURN	ENSPKIP00000004647	ENSPKIG00000021668	MTURN
ENSEEEP00000058555	ENSEEEG00000011852	ASNS	ENSPKIP00000028903	ENSPKIG00000010350	asns
ENSEEEP00000048869	ENSEEEG00000022981	zmat4b	ENSPKIP00000012154	ENSPKIG00000000048	zmat4a
ENSEEEP00000051307	ENSEEEG00000024075	SLC35A1	ENSPKIP00000041214	ENSPKIG00000017861	slc35a1
ENSEEEP00000022518	ENSEEEG00000010929	TAT	ENSPKIP00000019185	ENSPKIG00000004444	tat
ENSEEEP00000015904	ENSEEEG00000007867	zgc:114119	ENSPKIP00000005632	ENSPKIG00000022225	zgc:114119
ENSEEEP00000055086	ENSEEEG00000010803	PSAP	ENSPKIP00000022462	ENSPKIG00000006454	psap
ENSEEEP00000021239	ENSEEEG00000010348	PHAF1	ENSPKIP00000015251	ENSPKIG00000002016	phaf1
ENSEEEP00000028155	ENSEEEG00000013550	ggcta	ENSPKIP00000004601	ENSPKIG00000021643	ggcta
ENSEEEP00000025623	ENSEEEG00000012430	mtnr1bb	ENSPKIP00000025906	ENSPKIG00000008595	mtnr1bb
ENSEEEP00000053478	ENSEEEG00000029154	BAG4	ENSPKIP00000015027	ENSPKIG00000001876	bag4
ENSEEEP00000000151	ENSEEEG00000000112	LCA5	ENSPKIP00000008756	ENSPKIG00000024115	lca5
ENSEEEP00000028150	ENSEEEG00000013549	SNRPD1	ENSPKIP00000018410	ENSPKIG00000003985	SNRPD1
ENSEEEP00000036717	ENSEEEG00000017431	TVP23A	ENSPKIP00000032601	ENSPKIG00000012636	TVP23A
ENSEEEP00000041552	ENSEEEG00000019655	lpar6a	ENSPKIP00000004960	ENSPKIG00000021838	lpar6a
ENSEEEP00000039849	ENSEEEG00000018895	LSM1	ENSPKIP00000000946	ENSPKIG00000019409	LSM1
ENSEEEP00000025625	ENSEEEG00000012433	timm10b	ENSPKIP00000033704	ENSPKIG00000013319	timm10b
ENSEEEP00000058663	ENSEEEG00000028246	FOXL1	ENSPKIP00000018571	ENSPKIG00000004082	foxl1
ENSEEEP00000049608	ENSEEEG00000023325	wdr66	ENSPKIP00000008129	ENSPKIG00000023760	cfap251
ENSEEEP00000032001	ENSEEEG00000015273	CLCF1	ENSPKIP00000024297	ENSPKIG00000007613	clcf1
ENSEEEP00000051359	ENSEEEG00000024085	RARS2	ENSPKIP00000041252	ENSPKIG00000017877	rars2
ENSEEEP00000024429	ENSEEEG00000011851	TAC1	ENSPKIP00000028946	ENSPKIG00000010384	tac1
ENSEEEP00000064459	ENSEEEG00000023201	TOX3	ENSPKIP00000005625	ENSPKIG00000022220	tox3
ENSEEEP00000000133	ENSEEEG00000000095	HMGN3	ENSPKIP00000008735	ENSPKIG00000024106	HMGN3
ENSEEEP00000023257	ENSEEEG00000011277	TYW3	ENSPKIP00000027965	ENSPKIG00000009802	tyw3
ENSEEEP00000022515	ENSEEEG00000010926	zgc:56622	ENSPKIP00000019113	ENSPKIG00000004405	zgc:56622
ENSEEEP00000021232	ENSEEEG00000010345	zgc:91860	ENSPKIP00000018501	ENSPKIG00000003996	kiaa0513
ENSEEEP00000015896	ENSEEEG00000007860	tpmt.1	ENSPKIP00000000507	ENSPKIG00000019144	tpmt.2
ENSEEEP00000061628	ENSEEEG00000000225	NPAT	ENSPKIP00000032581	ENSPKIG00000012627	npat
ENSEEEP00000023262	ENSEEEG00000011278	CRYZ	ENSPKIP00000028003	ENSPKIG00000009817	cryz
ENSEEEP00000027748	ENSEEEG00000013359	LRRC57	ENSPKIP00000006198	ENSPKIG00000022580	lrrc57
ENSEEEP00000057991	ENSEEEG00000025305	SDHAF3	ENSPKIP00000028991	ENSPKIG00000010418	sdhaf3
ENSEEEP00000007894	ENSEEEG00000004124	CFAP53	ENSPKIP00000002272	ENSPKIG00000020233	cfap53
ENSEEEP00000041542	ENSEEEG00000019647	CYSLTR2	ENSPKIP00000005072	ENSPKIG00000021903	CYSLTR2
ENSEEEP00000022509	ENSEEEG00000010925	KLHL36	ENSPKIP00000019041	ENSPKIG00000004368	klhl36
ENSEEEP00000015891	ENSEEEG00000007858	SDC2	ENSPKIP00000000377	ENSPKIG00000019071	sdc2
ENSEEEP00000049605	ENSEEEG00000023324	psmd9	ENSPKIP00000008105	ENSPKIG00000023747	psmd9
ENSEEEP00000001831	ENSEEEG00000001157		ENSPKIP00000037361	ENSPKIG00000015566	
ENSEEEP00000060956	ENSEEEG00000028017		ENSPKIP00000039932	ENSPKIG00000017091	
ENSEEEP00000023270	ENSEEEG00000011281		ENSPKIP00000028224	ENSPKIG00000009952	
ENSEEEP00000027757	ENSEEEG00000013362	il17a/f2	ENSPKIP00000024237	ENSPKIG00000007579	
ENSEEEP00000022507	ENSEEEG00000010923	COTL1	ENSPKIP00000018902	ENSPKIG00000004291	COTL1
ENSEEEP00000049604	ENSEEEG00000023322		ENSPKIP00000008086	ENSPKIG00000023739	
ENSEEEP00000001835	ENSEEEG00000001160		ENSPKIP00000024844	ENSPKIG00000007936	
ENSEEEP00000023272	ENSEEEG00000011283	FAM151A	ENSPKIP00000028247	ENSPKIG00000009966	fam151a
ENSEEEP00000016956	ENSEEEG00000008404		ENSPKIP00000035198	ENSPKIG00000014243	
ENSEEEP00000002955	ENSEEEG00000001685	cxcl12a	ENSPKIP00000039418	ENSPKIG00000016660	cxcl12b
ENSEEEP00000049601	ENSEEEG00000023319	GTF2H3	ENSPKIP00000008065	ENSPKIG00000023706	gtf2h3
ENSEEEP00000022505	ENSEEEG00000010921	MEAK7	ENSPKIP00000018876	ENSPKIG00000004260	meak7
ENSEEEP00000051672	ENSEEEG00000024262	SLC35E4	ENSPKIP00000030613	ENSPKIG00000011403	slc35e4
ENSEEEP00000027763	ENSEEEG00000013368	il17a/f1	ENSPKIP00000024219	ENSPKIG00000007562	il17a/f1
ENSEEEP00000060749	ENSEEEG00000010505	stambpb	ENSPKIP00000010187	ENSPKIG00000025004	stambpl1
ENSEEEP00000051717	ENSEEEG00000024284	SP1	ENSPKIP00000015713	ENSPKIG00000002335	sp1
ENSEEEP00000002957	ENSEEEG00000001686	ERCC6	ENSPKIP00000039819	ENSPKIG00000017015	ercc6
ENSEEEP00000055179	ENSEEEG00000010338	CES3	ENSPKIP00000018307	ENSPKIG00000003830	ces3
ENSEEEP00000016953	ENSEEEG00000008402	CAPN10	ENSPKIP00000035284	ENSPKIG00000014289	capn10
ENSEEEP00000054252	ENSEEEG00000025441	RPA3	ENSPKIP00000029114	ENSPKIG00000010490	rpa3
ENSEEEP00000007689	ENSEEEG00000004029	HGFAC	ENSPKIP00000019256	ENSPKIG00000004495	HGFAC
ENSEEEP00000060495	ENSEEEG00000025937	UMAD1	ENSPKIP00000029141	ENSPKIG00000010508	umad1
ENSEEEP00000016450	ENSEEEG00000008148	mxra8a	ENSPKIP00000028223	ENSPKIG00000009945	mxra8b
ENSEEEP00000023324	ENSEEEG00000011297	ACOT11	ENSPKIP00000028353	ENSPKIG00000010009	acot11b
ENSEEEP00000005859	ENSEEEG00000003112	lhfpl4b	ENSPKIP00000008750	ENSPKIG00000024113	lhfpl4b
ENSEEEP00000001841	ENSEEEG00000001164		ENSPKIP00000000475	ENSPKIG00000019122	TWIST1
ENSEEEP00000039079	ENSEEEG00000018556	abrab	ENSPKIP00000000223	ENSPKIG00000018974	abrab
ENSEEEP00000024414	ENSEEEG00000011839	glcci1a	ENSPKIP00000029993	ENSPKIG00000011025	GLCCI1
ENSEEEP00000040316	ENSEEEG00000019111	vtnb	ENSPKIP00000000013	ENSPKIG00000018843	VTN
ENSEEEP00000049594	ENSEEEG00000023312	EIF2B1	ENSPKIP00000007985	ENSPKIG00000023668	eif2b1
ENSEEEP00000028080	ENSEEEG00000013477	AFAP1	ENSPKIP00000039231	ENSPKIG00000016612	afap1
ENSEEEP00000009115	ENSEEEG00000004697	NANP	ENSPKIP00000024269	ENSPKIG00000007595	nanp
ENSEEEP00000002962	ENSEEEG00000001687	DRGX	ENSPKIP00000039703	ENSPKIG00000016958	drgx
ENSEEEP00000036713	ENSEEEG00000017427	PTER	ENSPKIP00000024145	ENSPKIG00000007511	pter
ENSEEEP00000022241	ENSEEEG00000010801	MRPS6	ENSPKIP00000022535	ENSPKIG00000006507	mrps6
ENSEEEP00000015676	ENSEEEG00000007762	RTF2	ENSPKIP00000039360	ENSPKIG00000016746	rtf2
ENSEEEP00000039085	ENSEEEG00000018557	si:ch211-231f6.6	ENSPKIP00000000191	ENSPKIG00000018954	SAMD12
ENSEEEP00000029468	ENSEEEG00000014110	ZZEF1	ENSPKIP00000041098	ENSPKIG00000017736	zzef1
ENSEEEP00000002493	ENSEEEG00000001456	FBXL22	ENSPKIP00000023905	ENSPKIG00000007359	fbxl22
ENSEEEP00000009191	ENSEEEG00000004702	POLR1B	ENSPKIP00000024217	ENSPKIG00000007536	polr1b
ENSEEEP00000006886	ENSEEEG00000003633	HDAC10	ENSPKIP00000005437	ENSPKIG00000022112	hdac10
ENSEEEP00000027777	ENSEEEG00000013375	GPN1	ENSPKIP00000024115	ENSPKIG00000007460	gpn1
ENSEEEP00000059561	ENSEEEG00000001307	crhr1	ENSPKIP00000017314	ENSPKIG00000003111	GHRHR
ENSEEEP00000025642	ENSEEEG00000012439	NHLRC3	ENSPKIP00000014080	ENSPKIG00000001271	NHLRC3
ENSEEEP00000022237	ENSEEEG00000010798	NOLC1	ENSPKIP00000022565	ENSPKIG00000006522	nolc1
ENSEEEP00000002965	ENSEEEG00000001688		ENSPKIP00000039752	ENSPKIG00000016992	
ENSEEEP00000016945	ENSEEEG00000008399	EIF4E2	ENSPKIP00000035455	ENSPKIG00000014411	eif4e2
ENSEEEP00000053441	ENSEEEG00000012440	EMSY	ENSPKIP00000034706	ENSPKIG00000013871	emsy
ENSEEEP00000002492	ENSEEEG00000001455		ENSPKIP00000023927	ENSPKIG00000007383	
ENSEEEP00000006546	ENSEEEG00000003460	FAM107B	ENSPKIP00000010482	ENSPKIG00000025186	fam107b
ENSEEEP00000006593	ENSEEEG00000003493	zgc:194679	ENSPKIP00000003854	ENSPKIG00000021190	zgc:194679
ENSEEEP00000025643	ENSEEEG00000012441	LRRC32	ENSPKIP00000034798	ENSPKIG00000014002	lrrc32
ENSEEEP00000057864	ENSEEEG00000026256	PPM1F	ENSPKIP00000033170	ENSPKIG00000012979	ppm1f
ENSEEEP00000058534	ENSEEEG00000025737	GPR176	ENSPKIP00000015094	ENSPKIG00000001930	gpr176
ENSEEEP00000033683	ENSEEEG00000016032	tlcd5a	ENSPKIP00000020673	ENSPKIG00000005367	tlcd5a
ENSEEEP00000040786	ENSEEEG00000019324	TRAFD1	ENSPKIP00000040426	ENSPKIG00000017365	trafd1
ENSEEEP00000064444	ENSEEEG00000010501	HPRT1	ENSPKIP00000010216	ENSPKIG00000025019	ankrd22
ENSEEEP00000015706	ENSEEEG00000007766	GCNT7	ENSPKIP00000039414	ENSPKIG00000016772	gcnt7
ENSEEEP00000053536	ENSEEEG00000027512	oafa	ENSPKIP00000040480	ENSPKIG00000017432	oafb
ENSEEEP00000053033	ENSEEEG00000026736	CHMP7	ENSPKIP00000009768	ENSPKIG00000024747	chmp7
ENSEEEP00000027809	ENSEEEG00000013382	KHK	ENSPKIP00000023930	ENSPKIG00000007365	khk
ENSEEEP00000022147	ENSEEEG00000010395	MICU1	ENSPKIP00000022665	ENSPKIG00000006562	micu1
ENSEEEP00000018762	ENSEEEG00000009149	TOP3B	ENSPKIP00000033277	ENSPKIG00000013034	top3b
ENSEEEP00000000263	ENSEEEG00000000163	hif1al	ENSPKIP00000023908	ENSPKIG00000007313	hif1al
ENSEEEP00000019796	ENSEEEG00000009688	GDF3	ENSPKIP00000037628	ENSPKIG00000015729	gdf3
ENSEEEP00000025646	ENSEEEG00000012443	mpzl1l	ENSPKIP00000034873	ENSPKIG00000014033	mpzl1l
ENSEEEP00000006529	ENSEEEG00000003118	HDAC6	ENSPKIP00000008725	ENSPKIG00000024072	hdac6
ENSEEEP00000024398	ENSEEEG00000011832	RIMS3	ENSPKIP00000007710	ENSPKIG00000023497	rims3
ENSEEEP00000008788	ENSEEEG00000004547	STARD10	ENSPKIP00000006633	ENSPKIG00000022830	stard10
ENSEEEP00000025647	ENSEEEG00000012444	PSMG1	ENSPKIP00000034908	ENSPKIG00000014060	psmg1
ENSEEEP00000002477	ENSEEEG00000001451	TBC1D2B	ENSPKIP00000013256	ENSPKIG00000000735	tbc1d2b
ENSEEEP00000028108	ENSEEEG00000013527	acot21	ENSPKIP00000034452	ENSPKIG00000013779	
ENSEEEP00000018758	ENSEEEG00000009211	STXBP6	ENSPKIP00000005047	ENSPKIG00000021881	stxbp6l
ENSEEEP00000021559	ENSEEEG00000010496	lipf	ENSPKIP00000010223	ENSPKIG00000025024	lipf
ENSEEEP00000013028	ENSEEEG00000006562	apoa4a	ENSPKIP00000009091	ENSPKIG00000024330	
ENSEEEP00000045525	ENSEEEG00000021481	COPS8	ENSPKIP00000031001	ENSPKIG00000011676	cops8
ENSEEEP00000002475	ENSEEEG00000001449	sh2d7	ENSPKIP00000013321	ENSPKIG00000000795	
ENSEEEP00000019695	ENSEEEG00000009641	YIPF4	ENSPKIP00000027290	ENSPKIG00000009413	yipf4
ENSEEEP00000025649	ENSEEEG00000012445	ETS2	ENSPKIP00000034955	ENSPKIG00000014093	ETS2
ENSEEEP00000050585	ENSEEEG00000023787	SSR4	ENSPKIP00000038569	ENSPKIG00000016289	ssr4
ENSEEEP00000039089	ENSEEEG00000018561	MED30	ENSPKIP00000000126	ENSPKIG00000018912	med30
ENSEEEP00000018736	ENSEEEG00000009209	GJD2	ENSPKIP00000006057	ENSPKIG00000022492	gjd2b
ENSEEEP00000019777	ENSEEEG00000009678	HAO1	ENSPKIP00000037712	ENSPKIG00000015780	hao1
ENSEEEP00000001312	ENSEEEG00000000878	DPEP1	ENSPKIP00000026468	ENSPKIG00000008937	dpep1
ENSEEEP00000019719	ENSEEEG00000009642	exo1	ENSPKIP00000027503	ENSPKIG00000009478	exo1
ENSEEEP00000054396	ENSEEEG00000028064		ENSPKIP00000014514	ENSPKIG00000001558	
ENSEEEP00000031965	ENSEEEG00000015252	RAD9A	ENSPKIP00000000375	ENSPKIG00000019073	rad9a
ENSEEEP00000045523	ENSEEEG00000021479	ASB18	ENSPKIP00000030969	ENSPKIG00000011638	asb18
ENSEEEP00000024390	ENSEEEG00000011823	si:ch211-264f5.2	ENSPKIP00000002243	ENSPKIG00000020215	
ENSEEEP00000049571	ENSEEEG00000023308	TMED2	ENSPKIP00000007956	ENSPKIG00000023654	tmed2
ENSEEEP00000008532	ENSEEEG00000004432	ENTPD1	ENSPKIP00000027998	ENSPKIG00000009821	entpd1
ENSEEEP00000031962	ENSEEEG00000015247	TBC1D10C	ENSPKIP00000000415	ENSPKIG00000019094	
ENSEEEP00000056750	ENSEEEG00000028133	TMX4	ENSPKIP00000037800	ENSPKIG00000015835	tmx4
ENSEEEP00000047998	ENSEEEG00000022614	cort	ENSPKIP00000033464	ENSPKIG00000013168	sst6.1
ENSEEEP00000062294	ENSEEEG00000019502	SIK3	ENSPKIP00000012038	ENSPKIG00000025617	sik3
ENSEEEP00000002472	ENSEEEG00000001446	LRRC61	ENSPKIP00000013428	ENSPKIG00000000874	lrrc61
ENSEEEP00000033236	ENSEEEG00000015800	RPRD1A	ENSPKIP00000004972	ENSPKIG00000021840	rprd1a
ENSEEEP00000021195	ENSEEEG00000010329	zfpm1	ENSPKIP00000018028	ENSPKIG00000003731	zfpm1
ENSEEEP00000034550	ENSEEEG00000016437	wdyhv1	ENSPKIP00000009742	ENSPKIG00000024731	ntaq1
ENSEEEP00000062651	ENSEEEG00000013542	armc4	ENSPKIP00000027829	ENSPKIG00000009701	odad2
ENSEEEP00000061779	ENSEEEG00000002341	Krtap4-9	ENSPKIP00000011882	ENSPKIG00000018349	
ENSEEEP00000013030	ENSEEEG00000006563	apoeb	ENSPKIP00000009116	ENSPKIG00000024347	apoeb
ENSEEEP00000049561	ENSEEEG00000023302	vps33a	ENSPKIP00000007934	ENSPKIG00000023640	vps33a
ENSEEEP00000008741	ENSEEEG00000004229	CLPB	ENSPKIP00000006703	ENSPKIG00000022857	CLPB
ENSEEEP00000013031	ENSEEEG00000006564	apoc1	ENSPKIP00000009132	ENSPKIG00000024353	
ENSEEEP00000013033	ENSEEEG00000006565	APOC4	ENSPKIP00000009141	ENSPKIG00000024359	
ENSEEEP00000011888	ENSEEEG00000005988	znf395a	ENSPKIP00000032557	ENSPKIG00000012613	znf395a
ENSEEEP00000046308	ENSEEEG00000021745	UROD	ENSPKIP00000029477	ENSPKIG00000010701	urod
ENSEEEP00000055651	ENSEEEG00000027585	grinaa	ENSPKIP00000004892	ENSPKIG00000021796	grinab
ENSEEEP00000001462	ENSEEEG00000000881	sult5a1	ENSPKIP00000026531	ENSPKIG00000008973	sult5a1
ENSEEEP00000025652	ENSEEEG00000012447	KCNJ15	ENSPKIP00000035106	ENSPKIG00000014182	KCNJ15
ENSEEEP00000004513	ENSEEEG00000002349	GPKOW	ENSPKIP00000025569	ENSPKIG00000008382	gpkow
ENSEEEP00000013012	ENSEEEG00000006555	TMEM200A	ENSPKIP00000032158	ENSPKIG00000012365	tmem200a
ENSEEEP00000053310	ENSEEEG00000020954	txna	ENSPKIP00000038646	ENSPKIG00000016337	
ENSEEEP00000007180	ENSEEEG00000003787	ube2g1b	ENSPKIP00000023227	ENSPKIG00000006930	ube2g1b
ENSEEEP00000059688	ENSEEEG00000025901	APOA2	ENSPKIP00000009153	ENSPKIG00000024369	apoa2
ENSEEEP00000051001	ENSEEEG00000023951	baalcb	ENSPKIP00000020016	ENSPKIG00000004955	
ENSEEEP00000002971	ENSEEEG00000001694	lrrc18a	ENSPKIP00000039592	ENSPKIG00000016892	lrrc18a
ENSEEEP00000004514	ENSEEEG00000002353	PQBP1	ENSPKIP00000025613	ENSPKIG00000008420	pqbp1
ENSEEEP00000019832	ENSEEEG00000009700	RANBP1	ENSPKIP00000028637	ENSPKIG00000010195	RANBP1
ENSEEEP00000031951	ENSEEEG00000015230	ran	ENSPKIP00000036577	ENSPKIG00000015092	ran
ENSEEEP00000011867	ENSEEEG00000005975	pnoca	ENSPKIP00000041287	ENSPKIG00000017904	
ENSEEEP00000000144	ENSEEEG00000000109	zgc:152863	ENSPKIP00000023739	ENSPKIG00000007246	zgc:152863
ENSEEEP00000021171	ENSEEEG00000010265	trhr2	ENSPKIP00000017987	ENSPKIG00000003707	trhr2
ENSEEEP00000004521	ENSEEEG00000002355	TIMM17B	ENSPKIP00000025645	ENSPKIG00000008438	timm17b
ENSEEEP00000009101	ENSEEEG00000004688		ENSPKIP00000035494	ENSPKIG00000014433	
ENSEEEP00000018673	ENSEEEG00000008519	AQR	ENSPKIP00000018225	ENSPKIG00000003825	aqr
ENSEEEP00000051002	ENSEEEG00000023952	NME6	ENSPKIP00000019985	ENSPKIG00000004932	nme6
ENSEEEP00000028067	ENSEEEG00000013459	fntb	ENSPKIP00000014675	ENSPKIG00000001647	fntb
