Hsa Gene ID	Hsa Protein ID	Hsa Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSP00000293414	ENSG00000161664	ASB16	ENSPKIP00000038309	ENSPKIG00000016135	asb16
ENSP00000598990	ENSG00000105677	TMEM147	ENSPKIP00000011130	ENSPKIG00000025560	tmem147
ENSP00000519539	ENSG00000287839		ENSPKIP00000021730	ENSPKIG00000006005	
ENSP00000478589	ENSG00000204815	ODAD4	ENSPKIP00000002432	ENSPKIG00000020316	odad4
ENSP00000637972	ENSG00000135677	GNS	ENSPKIP00000027472	ENSPKIG00000009510	gnsa
ENSP00000736780	ENSG00000125386	FAM193A	ENSPKIP00000029226	ENSPKIG00000010534	fam193a
ENSP00000789420	ENSG00000170222	ADPRM	ENSPKIP00000016839	ENSPKIG00000002994	adprm
ENSP00000457180	ENSG00000140511	HAPLN3	ENSPKIP00000037019	ENSPKIG00000015365	hapln3
ENSP00000268711	ENSG00000141026	MED9	ENSPKIP00000007884	ENSPKIG00000023613	MED9
ENSP00000387209	ENSG00000174007	CEP19	ENSPKIP00000015819	ENSPKIG00000002399	cep19
ENSP00000790829	ENSG00000175906	ARL4D	ENSPKIP00000014578	ENSPKIG00000001594	arl4d
ENSP00000567212	ENSG00000173163	COMMD1	ENSPKIP00000020929	ENSPKIG00000005530	commd1
ENSP00000798234	ENSG00000128928	IVD	ENSPKIP00000006726	ENSPKIG00000022883	ivd
ENSP00000573867	ENSG00000120159	CAAP1	ENSPKIP00000021894	ENSPKIG00000006115	CAAP1
ENSP00000526796	ENSG00000167283	ATP5MG	ENSPKIP00000011398	ENSPKIG00000018506	atp5l
ENSP00000219139	ENSG00000125149	PHAF1	ENSPKIP00000015251	ENSPKIG00000002016	phaf1
ENSP00000332812	ENSG00000183134	PTGDR2	ENSPKIP00000010668	ENSPKIG00000025294	PTGDR2
ENSP00000436649	ENSG00000168061	SAC3D1	ENSPKIP00000040609	ENSPKIG00000017506	sac3d1
ENSP00000302599	ENSG00000172461	FUT9	ENSPKIP00000011737	ENSPKIG00000018708	FUT9
ENSP00000266534	ENSG00000139173	TMEM117	ENSPKIP00000006794	ENSPKIG00000022930	tmem117
ENSP00000363201	ENSG00000106948	AKNA	ENSPKIP00000034579	ENSPKIG00000013846	akna
ENSP00000525607	ENSG00000051108	HERPUD1	ENSPKIP00000015628	ENSPKIG00000002281	herpud1
ENSP00000507809	ENSG00000175224	ATG13	ENSPKIP00000033249	ENSPKIG00000012989	atg13
ENSP00000449341	ENSG00000111481	COPZ1	ENSPKIP00000022002	ENSPKIG00000006185	copz1
ENSP00000697975	ENSG00000087008	ACOX3	ENSPKIP00000019608	ENSPKIG00000004695	acox3
ENSP00000614385	ENSG00000135052	GOLM1	ENSPKIP00000005686	ENSPKIG00000022264	
ENSP00000515246	ENSG00000129460	NGDN	ENSPKIP00000025238	ENSPKIG00000008183	ngdn
ENSP00000640667	ENSG00000205363	INSYN1	ENSPKIP00000013169	ENSPKIG00000000703	insyn1
ENSP00000662320	ENSG00000169609	C15orf40	ENSPKIP00000001511	ENSPKIG00000019779	zgc:193812
ENSP00000789780	ENSG00000161036	LRWD1	ENSPKIP00000033294	ENSPKIG00000013065	lrwd1
ENSP00000599641	ENSG00000174928	C3orf33	ENSPKIP00000009753	ENSPKIG00000024734	c18h3orf33
ENSP00000250092	ENSG00000129226	CD68	ENSPKIP00000019780	ENSPKIG00000004814	
ENSP00000298875	ENSG00000165934	CPSF2	ENSPKIP00000004287	ENSPKIG00000021453	cpsf2
ENSP00000377789	ENSG00000171992	SYNPO	ENSPKIP00000038157	ENSPKIG00000016057	SYNPO
ENSP00000572545	ENSG00000003147	ICA1	ENSPKIP00000030119	ENSPKIG00000011063	ica1
ENSP00000418661	ENSG00000187024	PTRH1	ENSPKIP00000020799	ENSPKIG00000005449	ptrh1
ENSP00000530600	ENSG00000205336	ADGRG1	ENSPKIP00000017824	ENSPKIG00000003570	
ENSP00000639952	ENSG00000170584	NUDCD2	ENSPKIP00000009279	ENSPKIG00000024450	nudcd2
ENSP00000607170	ENSG00000078674	PCM1	ENSPKIP00000009042	ENSPKIG00000024266	pcm1
ENSP00000367787	ENSG00000005156	LIG3	ENSPKIP00000029789	ENSPKIG00000010887	lig3
ENSP00000266671	ENSG00000139289	PHLDA1	ENSPKIP00000001361	ENSPKIG00000019691	phlda1
ENSP00000377854	ENSG00000106852	LHX6	ENSPKIP00000020825	ENSPKIG00000005455	lhx6a
ENSP00000541593	ENSG00000100448	CTSG	ENSPKIP00000009543	ENSPKIG00000024618	
ENSP00000282185	ENSG00000152348	ATG10	ENSPKIP00000022451	ENSPKIG00000006450	atg10
ENSP00000621932	ENSG00000063761	ADCK1	ENSPKIP00000026410	ENSPKIG00000008899	adck1
ENSP00000618687	ENSG00000122733	PHF24	ENSPKIP00000036587	ENSPKIG00000015104	phf24
ENSP00000370115	ENSG00000021355	SERPINB1	ENSPKIP00000027044	ENSPKIG00000009257	SERPINB1
ENSP00000582612	ENSG00000197324	LRP10	ENSPKIP00000023695	ENSPKIG00000007221	lrp10
ENSP00000490540	ENSG00000151131	NOPCHAP1	ENSPKIP00000039587	ENSPKIG00000016894	nopchap1
ENSP00000593876	ENSG00000111880	RNGTT	ENSPKIP00000041367	ENSPKIG00000017946	rngtt
ENSP00000297540	ENSG00000164902	PHAX	ENSPKIP00000035048	ENSPKIG00000014146	phax
ENSP00000442770	ENSG00000111231	GPN3	ENSPKIP00000037814	ENSPKIG00000015849	gpn3
ENSP00000359219	ENSG00000107821	KAZALD1	ENSPKIP00000010091	ENSPKIG00000024942	kazald3
ENSP00000363390	ENSG00000158022	TRIM63	ENSPKIP00000005348	ENSPKIG00000022050	TRIM63
ENSP00000640100	ENSG00000178078	STAP2	ENSPKIP00000024857	ENSPKIG00000007926	stap2a
ENSP00000356057	ENSG00000146433	TMEM181	ENSPKIP00000008402	ENSPKIG00000023911	tmem181
ENSP00000498917	ENSG00000148604	RGR	ENSPKIP00000000023	ENSPKIG00000018846	rgra
ENSP00000420939	ENSG00000250722	SELENOP	ENSPKIP00000029594	ENSPKIG00000010779	selenop2
ENSP00000363459	ENSG00000204179	PTPN20	ENSPKIP00000039200	ENSPKIG00000016650	ptpn20
ENSP00000630744	ENSG00000126749	EMG1	ENSPKIP00000010682	ENSPKIG00000025303	emg1
ENSP00000358265	ENSG00000186231	KLHL32	ENSPKIP00000011972	ENSPKIG00000025636	klhl32
ENSP00000314518	ENSG00000176018	LYSMD3	ENSPKIP00000021163	ENSPKIG00000005668	lysmd3
ENSP00000300057	ENSG00000166823	MESP1	ENSPKIP00000002202	ENSPKIG00000020187	
ENSP00000588575	ENSG00000013810	TACC3	ENSPKIP00000011750	ENSPKIG00000018717	tacc3
ENSP00000348462	ENSG00000013561	RNF14	ENSPKIP00000009108	ENSPKIG00000024337	zmp:0000000524
ENSP00000670932	ENSG00000137364	TPMT	ENSPKIP00000000507	ENSPKIG00000019144	tpmt.2
ENSP00000532535	ENSG00000123154	WDR83	ENSPKIP00000020207	ENSPKIG00000005064	wdr83
ENSP00000507687	ENSG00000173064	HECTD4	ENSPKIP00000007695	ENSPKIG00000023446	HECTD4
ENSP00000763200	ENSG00000137876	RSL24D1	ENSPKIP00000040793	ENSPKIG00000017615	rsl24d1
ENSP00000417764	ENSG00000119523	ALG2	ENSPKIP00000035753	ENSPKIG00000014585	alg2
ENSP00000794628	ENSG00000167136	ENDOG	ENSPKIP00000003103	ENSPKIG00000020744	endog
ENSP00000774178	ENSG00000173267	SNCG	ENSPKIP00000030763	ENSPKIG00000011494	sncga
ENSP00000603030	ENSG00000180376	CCDC66	ENSPKIP00000029549	ENSPKIG00000010727	CCDC66
ENSP00000656096	ENSG00000120533	ENY2	ENSPKIP00000035695	ENSPKIG00000014542	ENY2
ENSP00000321684	ENSG00000005102	MEOX1	ENSPKIP00000014363	ENSPKIG00000001445	meox1
ENSP00000490393	ENSG00000167302	TEPSIN	ENSPKIP00000034392	ENSPKIG00000013741	tepsin
ENSP00000750051	ENSG00000173992	CCS	ENSPKIP00000026536	ENSPKIG00000008944	ccs
ENSP00000360540	ENSG00000138180	CEP55	ENSPKIP00000020521	ENSPKIG00000005257	cep55l
ENSP00000358854	ENSG00000148835	TAF5	ENSPKIP00000015333	ENSPKIG00000002076	taf5
ENSP00000444198	ENSG00000164442	CITED2	ENSPKIP00000038600	ENSPKIG00000016308	cited2
ENSP00000533098	ENSG00000171772	SYCE1	ENSPKIP00000030595	ENSPKIG00000011395	
ENSP00000556704	ENSG00000124664	SPDEF	ENSPKIP00000014588	ENSPKIG00000001617	spdef
ENSP00000427695	ENSG00000141232	TOB1	ENSPKIP00000023779	ENSPKIG00000007266	tob1a
ENSP00000409976	ENSG00000108381	ASPA	ENSPKIP00000001316	ENSPKIG00000019648	aspa
ENSP00000379902	ENSG00000106460	TMEM106B	ENSPKIP00000030737	ENSPKIG00000011479	tmem106bb
ENSP00000795012	ENSG00000163075	CFAP221	ENSPKIP00000036973	ENSPKIG00000015344	
ENSP00000393577	ENSG00000118503	TNFAIP3	ENSPKIP00000014537	ENSPKIG00000001568	tnfaip3
ENSP00000561705	ENSG00000137804	NUSAP1	ENSPKIP00000016043	ENSPKIG00000002537	nusap1
ENSP00000555122	ENSG00000153989	NUS1	ENSPKIP00000035212	ENSPKIG00000014250	nus1
ENSP00000386141	ENSG00000221947	XKR9	ENSPKIP00000023448	ENSPKIG00000007080	xkr9
ENSP00000534088	ENSG00000132470	ITGB4	ENSPKIP00000006099	ENSPKIG00000022391	itgb4
ENSP00000351686	ENSG00000170325	PRDM10	ENSPKIP00000034148	ENSPKIG00000013587	prdm10
ENSP00000604213	ENSG00000124496	TRERF1	ENSPKIP00000036061	ENSPKIG00000014668	TRERF1
ENSP00000605351	ENSG00000158457	TSPAN33	ENSPKIP00000026204	ENSPKIG00000008773	tspan33a
ENSP00000420405	ENSG00000265817	FSBP	ENSPKIP00000036415	ENSPKIG00000015000	fsbp
ENSP00000640625	ENSG00000160746	ANO10	ENSPKIP00000008437	ENSPKIG00000023909	ano10a
ENSP00000454404	ENSG00000166822	TMEM170A	ENSPKIP00000014399	ENSPKIG00000001477	tmem170a
ENSP00000428140	ENSG00000123643	SLC36A1	ENSPKIP00000006017	ENSPKIG00000022467	slc36a1
ENSP00000550123	ENSG00000167964	RAB26	ENSPKIP00000007811	ENSPKIG00000023561	RAB26
ENSP00000401639	ENSG00000146733	PSPH	ENSPKIP00000021783	ENSPKIG00000006038	psph
ENSP00000442478	ENSG00000067221	STOML1	ENSPKIP00000034724	ENSPKIG00000013950	stoml1
ENSP00000284031	ENSG00000153904	DDAH1	ENSPKIP00000016356	ENSPKIG00000002698	ddah1
ENSP00000267377	ENSG00000139874	SSTR1	ENSPKIP00000038956	ENSPKIG00000016527	sstr1b
ENSP00000616407	ENSG00000171798	KNDC1	ENSPKIP00000041634	ENSPKIG00000018104	KNDC1
ENSP00000451920	ENSG00000197045	GMFB	ENSPKIP00000015435	ENSPKIG00000002165	gmfb
ENSP00000512714	ENSG00000162624	LHX8	ENSPKIP00000027906	ENSPKIG00000009750	lhx8a
ENSP00000393388	ENSG00000143977	SNRPG	ENSPKIP00000036539	ENSPKIG00000015072	snrpg
ENSP00000348596	ENSG00000198301	SDAD1	ENSPKIP00000024260	ENSPKIG00000007518	sdad1
ENSP00000261167	ENSG00000084463	WBP11	ENSPKIP00000029383	ENSPKIG00000010650	
ENSP00000788399	ENSG00000129151	BBOX1	ENSPKIP00000009075	ENSPKIG00000024319	bbox1
ENSP00000299237	ENSG00000166188	ZNF319	ENSPKIP00000036646	ENSPKIG00000015139	znf319b
ENSP00000381631	ENSG00000177994	CIMIP6	ENSPKIP00000025621	ENSPKIG00000008430	
ENSP00000532107	ENSG00000171307	ZDHHC16	ENSPKIP00000038762	ENSPKIG00000016398	zdhhc16a
ENSP00000258888	ENSG00000136383	ALPK3	ENSPKIP00000003475	ENSPKIG00000020937	
ENSP00000640378	ENSG00000137776	SLTM	ENSPKIP00000006503	ENSPKIG00000022760	sltm
ENSP00000333845	ENSG00000183644	HOATZ	ENSPKIP00000027689	ENSPKIG00000009642	hoatz
ENSP00000539342	ENSG00000177666	PNPLA2	ENSPKIP00000041815	ENSPKIG00000018204	pnpla2
ENSP00000705466	ENSG00000111325	OGFOD2	ENSPKIP00000002609	ENSPKIG00000020443	ogfod2
ENSP00000561750	ENSG00000164144	ARFIP1	ENSPKIP00000040123	ENSPKIG00000017215	arfip1
ENSP00000637580	ENSG00000137497	NUMA1	ENSPKIP00000007036	ENSPKIG00000023088	
ENSP00000302578	ENSG00000168672	LRATD2	ENSPKIP00000037086	ENSPKIG00000015418	LRATD2
ENSP00000767429	ENSG00000130311	DDA1	ENSPKIP00000026423	ENSPKIG00000008923	dda1
ENSP00000449144	ENSG00000184752	NDUFA12	ENSPKIP00000037103	ENSPKIG00000015374	ndufa12
ENSP00000309772	ENSG00000106034	CPED1	ENSPKIP00000038151	ENSPKIG00000016047	cped1
ENSP00000615329	ENSG00000171453	POLR1C	ENSPKIP00000028062	ENSPKIG00000009858	polr1c
ENSP00000794252	ENSG00000139725	RHOF	ENSPKIP00000039854	ENSPKIG00000017051	rhof
ENSP00000632084	ENSG00000151135	TMEM263	ENSPKIP00000009629	ENSPKIG00000024668	tmem263
ENSP00000462192	ENSG00000180304	OAZ2	ENSPKIP00000033268	ENSPKIG00000013030	oaz2a
ENSP00000544844	ENSG00000004838	ZMYND10	ENSPKIP00000014109	ENSPKIG00000001286	zmynd10
ENSP00000256151	ENSG00000133773	CCDC59	ENSPKIP00000001305	ENSPKIG00000019649	ccdc59
ENSP00000476312	ENSG00000180535	BHLHA15	ENSPKIP00000017602	ENSPKIG00000003450	bhlha15
ENSP00000722854	ENSG00000111678	C12orf57	ENSPKIP00000005798	ENSPKIG00000022334	grcc10
ENSP00000608430	ENSG00000126267	COX6B1	ENSPKIP00000027677	ENSPKIG00000009630	cox6b1
ENSP00000361970	ENSG00000196683	TOMM7	ENSPKIP00000006076	ENSPKIG00000022505	TOMM7
ENSP00000357069	ENSG00000143315	PIGM	ENSPKIP00000014952	ENSPKIG00000001831	pigm
ENSP00000266643	ENSG00000139266	MARCHF9	ENSPKIP00000016016	ENSPKIG00000002517	MARCHF9
ENSP00000520789	ENSG00000170542	SERPINB9	ENSPKIP00000023475	ENSPKIG00000007093	
ENSP00000571202	ENSG00000131375	CAPN7	ENSPKIP00000033870	ENSPKIG00000013391	capn7
ENSP00000523872	ENSG00000182196	ARL6IP4	ENSPKIP00000015025	ENSPKIG00000001878	arl6ip4
ENSP00000248071	ENSG00000127528	KLF2	ENSPKIP00000028501	ENSPKIG00000010130	klf2a
ENSP00000586164	ENSG00000174799	CEP135	ENSPKIP00000025942	ENSPKIG00000008609	cep135
ENSP00000365773	ENSG00000135069	PSAT1	ENSPKIP00000003896	ENSPKIG00000021208	psat1
ENSP00000634062	ENSG00000104774	MAN2B1	ENSPKIP00000020679	ENSPKIG00000005364	man2b1
ENSP00000629637	ENSG00000157796	WDR19	ENSPKIP00000018906	ENSPKIG00000004251	wdr19
ENSP00000655540	ENSG00000100445	SDR39U1	ENSPKIP00000025232	ENSPKIG00000008181	sdr39u1
ENSP00000490916	ENSG00000235106	BRD3OS	ENSPKIP00000025871	ENSPKIG00000008569	
ENSP00000609496	ENSG00000112305	SMAP1	ENSPKIP00000014589	ENSPKIG00000001603	smap1
ENSP00000592200	ENSG00000106692	FKTN	ENSPKIP00000042006	ENSPKIG00000018834	fktn
ENSP00000494558	ENSG00000165730	STOX1	ENSPKIP00000027032	ENSPKIG00000009267	stox1
ENSP00000395328	ENSG00000166292	TMEM100	ENSPKIP00000029218	ENSPKIG00000010557	TMEM100
ENSP00000238651	ENSG00000119673	ACOT2	ENSPKIP00000034452	ENSPKIG00000013779	
ENSP00000540567	ENSG00000197746	PSAP	ENSPKIP00000022462	ENSPKIG00000006454	psap
ENSP00000421965	ENSG00000164244	PRRC1	ENSPKIP00000035565	ENSPKIG00000014479	prrc1
ENSP00000434045	ENSG00000119714	GPR68	ENSPKIP00000023983	ENSPKIG00000007411	GPR68
ENSP00000720214	ENSG00000114062	UBE3A	ENSPKIP00000007431	ENSPKIG00000023315	ube3a
ENSP00000306245	ENSG00000170345	FOS	ENSPKIP00000016748	ENSPKIG00000002938	FOS
ENSP00000285419	ENSG00000155099	PIP4P2	ENSPKIP00000022374	ENSPKIG00000006388	pip4p2
ENSP00000778713	ENSG00000104760	FGL1	ENSPKIP00000009137	ENSPKIG00000024355	fgl1
ENSP00000604265	ENSG00000159593	NAE1	ENSPKIP00000023932	ENSPKIG00000007379	nae1
ENSP00000664335	ENSG00000161955	TNFSF13	ENSPKIP00000022058	ENSPKIG00000006211	tnfsf13
ENSP00000597764	ENSG00000108039	XPNPEP1	ENSPKIP00000039625	ENSPKIG00000016830	xpnpep1
ENSP00000554196	ENSG00000133636	NTS	ENSPKIP00000008843	ENSPKIG00000024177	nts
ENSP00000420618	ENSG00000110680	CALCA	ENSPKIP00000038111	ENSPKIG00000016029	calca
ENSP00000330240	ENSG00000109881	CCDC34	ENSPKIP00000002260	ENSPKIG00000020230	
ENSP00000760525	ENSG00000167862	MRPL58	ENSPKIP00000022025	ENSPKIG00000006177	
ENSP00000611421	ENSG00000154518	ATP5MC3	ENSPKIP00000007091	ENSPKIG00000023124	atp5mc3b
ENSP00000563460	ENSG00000213221	DNLZ	ENSPKIP00000010697	ENSPKIG00000025315	dnlz
ENSP00000263610	ENSG00000125492	BARHL1	ENSPKIP00000022915	ENSPKIG00000006740	barhl1b
ENSP00000321346	ENSG00000175764	TTLL11	ENSPKIP00000010085	ENSPKIG00000024931	ttll11
ENSP00000581512	ENSG00000137818	RPLP1	ENSPKIP00000000757	ENSPKIG00000019305	rplp1
ENSP00000380747	ENSG00000146842	TMEM209	ENSPKIP00000011342	ENSPKIG00000018416	tmem209
ENSP00000319636	ENSG00000176383	B3GNT4	ENSPKIP00000016644	ENSPKIG00000002885	B3GNT4
ENSP00000544584	ENSG00000137500	CCDC90B	ENSPKIP00000036605	ENSPKIG00000015115	ccdc90b
ENSP00000360850	ENSG00000122140	MRPS2	ENSPKIP00000019215	ENSPKIG00000004472	mrps2
ENSP00000594356	ENSG00000165084	C8orf34	ENSPKIP00000023858	ENSPKIG00000007285	zgc:162928
ENSP00000534890	ENSG00000130203	APOE	ENSPKIP00000009116	ENSPKIG00000024347	apoeb
ENSP00000444425	ENSG00000111452	ADGRD1	ENSPKIP00000006798	ENSPKIG00000022859	adgrd1
ENSP00000766018	ENSG00000115738	ID2	ENSPKIP00000002741	ENSPKIG00000020522	id2a
ENSP00000353794	ENSG00000197361	FBXL22	ENSPKIP00000023905	ENSPKIG00000007359	fbxl22
ENSP00000446058	ENSG00000105251	SHD	ENSPKIP00000026460	ENSPKIG00000008906	shda
ENSP00000311429	ENSG00000174442	ZWILCH	ENSPKIP00000024372	ENSPKIG00000007647	zwilch
ENSP00000412302	ENSG00000071655	MBD3	ENSPKIP00000011524	ENSPKIG00000018562	mbd3a
ENSP00000538951	ENSG00000197265	GTF2E2	ENSPKIP00000019759	ENSPKIG00000004797	gtf2e2
ENSP00000320184	ENSG00000181610	MRPS23	ENSPKIP00000028331	ENSPKIG00000010021	mrps23
ENSP00000523983	ENSG00000106399	RPA3	ENSPKIP00000029114	ENSPKIG00000010490	rpa3
ENSP00000752749	ENSG00000115875	SRSF7	ENSPKIP00000040471	ENSPKIG00000017425	srsf7b
ENSP00000531994	ENSG00000128585	MKLN1	ENSPKIP00000021421	ENSPKIG00000005833	mkln1
ENSP00000484492	ENSG00000176731	RBIS	ENSPKIP00000010403	ENSPKIG00000025139	rbis
ENSP00000361518	ENSG00000204052	LRRC73	ENSPKIP00000027943	ENSPKIG00000009786	lrrc73
ENSP00000341346	ENSG00000167858	TEKT1	ENSPKIP00000005276	ENSPKIG00000021946	tekt1
ENSP00000264025	ENSG00000110400	NECTIN1	ENSPKIP00000034624	ENSPKIG00000013887	nectin1b
ENSP00000378464	ENSG00000213578	CPLX3	ENSPKIP00000001741	ENSPKIG00000019916	CPLX3
ENSP00000267260	ENSG00000139767	SRRM4	ENSPKIP00000027230	ENSPKIG00000009374	srrm4
ENSP00000458101	ENSG00000102900	NUP93	ENSPKIP00000005758	ENSPKIG00000022268	nup93
ENSP00000416673	ENSG00000229474	PATL2	ENSPKIP00000039584	ENSPKIG00000016887	patl2
ENSP00000792023	ENSG00000149476	TKFC	ENSPKIP00000034002	ENSPKIG00000013506	tkfc
ENSP00000254627	ENSG00000253117	OC90	ENSPKIP00000024174	ENSPKIG00000007435	
ENSP00000319796	ENSG00000184716	SERINC4	ENSPKIP00000002219	ENSPKIG00000020153	serinc4
ENSP00000371475	ENSG00000067369	TP53BP1	ENSPKIP00000038141	ENSPKIG00000015980	tp53bp1
ENSP00000377696	ENSG00000114021	NIT2	ENSPKIP00000006058	ENSPKIG00000022495	nit2
ENSP00000712347	ENSG00000213551	DNAJC9	ENSPKIP00000016251	ENSPKIG00000002650	dnajc9
ENSP00000363753	ENSG00000119328	ABITRAM	ENSPKIP00000003056	ENSPKIG00000020713	abitram
ENSP00000314080	ENSG00000177374	HIC1	ENSPKIP00000012354	ENSPKIG00000000175	hic1
ENSP00000493302	ENSG00000108439	PNPO	ENSPKIP00000013215	ENSPKIG00000000733	pnpo
ENSP00000616287	ENSG00000137168	PPIL1	ENSPKIP00000019269	ENSPKIG00000004501	ppil1
ENSP00000698000	ENSG00000136279	DBNL	ENSPKIP00000009942	ENSPKIG00000024839	dbnlb
ENSP00000531088	ENSG00000080608	PUM3	ENSPKIP00000005687	ENSPKIG00000022249	pum3
ENSP00000767629	ENSG00000163832	ELP6	ENSPKIP00000004975	ENSPKIG00000021845	elp6
ENSP00000605849	ENSG00000149308	NPAT	ENSPKIP00000032581	ENSPKIG00000012627	npat
ENSP00000369081	ENSG00000239264	TXNDC5	ENSPKIP00000024381	ENSPKIG00000007645	txndc5
ENSP00000393648	ENSG00000178562	CD28	ENSPKIP00000025249	ENSPKIG00000008189	
ENSP00000376941	ENSG00000153094	BCL2L11	ENSPKIP00000003758	ENSPKIG00000021123	
ENSP00000601962	ENSG00000108424	KPNB1	ENSPKIP00000040742	ENSPKIG00000017563	kpnb1
ENSP00000298223	ENSG00000165457	FOLR2	ENSPKIP00000006856	ENSPKIG00000022982	folr
ENSP00000360560	ENSG00000146221	DRC5	ENSPKIP00000016096	ENSPKIG00000002579	drc5
ENSP00000221452	ENSG00000104856	RELB	ENSPKIP00000028967	ENSPKIG00000010400	relb
ENSP00000528715	ENSG00000124587	PEX6	ENSPKIP00000000583	ENSPKIG00000019191	pex6
ENSP00000453273	ENSG00000137821	LRRC49	ENSPKIP00000002126	ENSPKIG00000020144	
ENSP00000536608	ENSG00000163811	WDR43	ENSPKIP00000006804	ENSPKIG00000022935	wdr43
ENSP00000469035	ENSG00000105669	COPE	ENSPKIP00000013067	ENSPKIG00000000623	cope
ENSP00000380793	ENSG00000214160	ALG3	ENSPKIP00000035740	ENSPKIG00000014561	alg3
ENSP00000520549	ENSG00000164941	INTS8	ENSPKIP00000019653	ENSPKIG00000004704	ints8
ENSP00000434190	ENSG00000149792	MRPL49	ENSPKIP00000007004	ENSPKIG00000023054	MRPL49
ENSP00000387303	ENSG00000156414	TDRD9	ENSPKIP00000041046	ENSPKIG00000017763	tdrd9
ENSP00000259698	ENSG00000111913	RIPOR2	ENSPKIP00000022660	ENSPKIG00000006575	ripor2
ENSP00000286353	ENSG00000155893	PXYLP1	ENSPKIP00000028358	ENSPKIG00000010037	pxylp1
ENSP00000264607	ENSG00000065802	ASB1	ENSPKIP00000035201	ENSPKIG00000014236	asb1
ENSP00000791667	ENSG00000104765	BNIP3L	ENSPKIP00000008324	ENSPKIG00000023867	bnip3la
ENSP00000306817	ENSG00000171174	RBKS	ENSPKIP00000006338	ENSPKIG00000022653	RBKS
ENSP00000789182	ENSG00000197070	ARRDC1	ENSPKIP00000033279	ENSPKIG00000013037	arrdc1b
ENSP00000495986	ENSG00000121075	TBX4	ENSPKIP00000013015	ENSPKIG00000000606	tbx4
ENSP00000593722	ENSG00000204628	RACK1	ENSPKIP00000025800	ENSPKIG00000008532	rack1
ENSP00000380437	ENSG00000092096	SLC22A17	ENSPKIP00000025297	ENSPKIG00000008226	SLC22A17
ENSP00000630673	ENSG00000164169	PRMT9	ENSPKIP00000038699	ENSPKIG00000016354	prmt9
ENSP00000263038	ENSG00000107537	PHYH	ENSPKIP00000034353	ENSPKIG00000013717	phyh
ENSP00000317836	ENSG00000176532	PRR15	ENSPKIP00000012160	ENSPKIG00000000055	
ENSP00000515158	ENSG00000175895	PLEKHF2	ENSPKIP00000014251	ENSPKIG00000001385	plekhf2
ENSP00000342518	ENSG00000151812	SLC35F4	ENSPKIP00000014743	ENSPKIG00000001699	slc35f4
ENSP00000784703	ENSG00000034239	CLXN	ENSPKIP00000013346	ENSPKIG00000000818	clxn
ENSP00000352271	ENSG00000196584	XRCC2	ENSPKIP00000040957	ENSPKIG00000017715	XRCC2
ENSP00000427888	ENSG00000249853	HS3ST5	ENSPKIP00000000187	ENSPKIG00000018953	HS3ST5
ENSP00000545058	ENSG00000105887	MTPN	ENSPKIP00000017612	ENSPKIG00000003452	mtpn
ENSP00000520503	ENSG00000120868	APAF1	ENSPKIP00000021399	ENSPKIG00000005791	apaf1
ENSP00000345659	ENSG00000168748	CA7	ENSPKIP00000024153	ENSPKIG00000007497	ca7
ENSP00000638973	ENSG00000135324	MRAP2	ENSPKIP00000031878	ENSPKIG00000012201	
ENSP00000429015	ENSG00000186106	ANKRD46	ENSPKIP00000012674	ENSPKIG00000000396	ankrd46b
ENSP00000219551	ENSG00000103269	RHBDL1	ENSPKIP00000022712	ENSPKIG00000006617	rhbdl1
ENSP00000363360	ENSG00000148153	INIP	ENSPKIP00000041992	ENSPKIG00000018405	inip
ENSP00000267812	ENSG00000140259	MFAP1	ENSPKIP00000002322	ENSPKIG00000020254	mfap1
ENSP00000471454	ENSG00000104983	CCDC61	ENSPKIP00000031084	ENSPKIG00000011692	ccdc61
ENSP00000732837	ENSG00000119927	GPAM	ENSPKIP00000013643	ENSPKIG00000000983	gpam
ENSP00000263985	ENSG00000059691	GATB	ENSPKIP00000039925	ENSPKIG00000017076	GATB
ENSP00000253968	ENSG00000131668	BARX1	ENSPKIP00000041468	ENSPKIG00000018006	BARX1
ENSP00000779818	ENSG00000063854	HAGH	ENSPKIP00000012144	ENSPKIG00000000005	hagh
ENSP00000353739	ENSG00000168300	PCMTD1	ENSPKIP00000019051	ENSPKIG00000004373	
ENSP00000621394	ENSG00000042493	CAPG	ENSPKIP00000021193	ENSPKIG00000005690	capgb
ENSP00000628150	ENSG00000107263	RAPGEF1	ENSPKIP00000010579	ENSPKIG00000025229	rapgef1b
ENSP00000328397	ENSG00000182853	VMO1	ENSPKIP00000028315	ENSPKIG00000010013	
ENSP00000357474	ENSG00000111860	CEP85L	ENSPKIP00000034946	ENSPKIG00000014086	cep85l
ENSP00000379430	ENSG00000156170	NDUFAF6	ENSPKIP00000014298	ENSPKIG00000001402	ndufaf6
ENSP00000293695	ENSG00000161860	SYCE2	ENSPKIP00000023708	ENSPKIG00000007229	syce2
ENSP00000280612	ENSG00000151012	SLC7A11	ENSPKIP00000033840	ENSPKIG00000013390	slc7a11
ENSP00000548755	ENSG00000137561	TTPA	ENSPKIP00000040391	ENSPKIG00000017372	ttpa
ENSP00000437237	ENSG00000165233	CARD19	ENSPKIP00000032476	ENSPKIG00000012559	
ENSP00000349547	ENSG00000068028	RASSF1	ENSPKIP00000014210	ENSPKIG00000001347	RASSF1
