Hsa Gene ID	Hsa Protein ID	Hsa Gene Name	Eel Gene ID	Eel Protein ID	Eel Gene Name
ENSP00000328079	ENSG00000185798	WDR53	ENSEEEP00000062296	ENSEEEG00000025382	WDR53
ENSP00000342630	ENSG00000091831	ESR1	ENSEEEP00000028337	ENSEEEG00000013622	ESR1
ENSP00000623751	ENSG00000108679	LGALS3BP	ENSEEEP00000047325	ENSEEEG00000022278	zgc:112492
ENSP00000272091	ENSG00000143751	SDE2	ENSEEEP00000052194	ENSEEEG00000024471	SDE2
ENSP00000341268	ENSG00000102871	TRADD	ENSEEEP00000062805	ENSEEEG00000027997	TRADD
ENSP00000252102	ENSG00000131495	NDUFA2	ENSEEEP00000028124	ENSEEEG00000013532	NDUFA2
ENSP00000795884	ENSG00000180834	MAP6D1	ENSEEEP00000028548	ENSEEEG00000013715	MAP6D1
ENSP00000628142	ENSG00000103121	CMC2	ENSEEEP00000036100	ENSEEEG00000017172	CMC2
ENSP00000572472	ENSG00000137274	BPHL	ENSEEEP00000044327	ENSEEEG00000020944	BPHL
ENSP00000307786	ENSG00000172115	CYCS	ENSEEEP00000046547	ENSEEEG00000021918	cycsb
ENSP00000343867	ENSG00000148187	MRRF	ENSEEEP00000024103	ENSEEEG00000011693	MRRF
ENSP00000588408	ENSG00000105948	IFT56	ENSEEEP00000041710	ENSEEEG00000019733	TTC26
ENSP00000638645	ENSG00000198836	OPA1	ENSEEEP00000014122	ENSEEEG00000005403	OPA1
ENSP00000379836	ENSG00000145740	SLC30A5	ENSEEEP00000020799	ENSEEEG00000010139	SLC30A5
ENSP00000515947	ENSG00000131773	KHDRBS3	ENSEEEP00000044421	ENSEEEG00000020981	KHDRBS3
ENSP00000295297	ENSG00000163145	C1QTNF7	ENSEEEP00000002214	ENSEEEG00000001350	C1QTNF7
ENSP00000376384	ENSG00000197177	ADGRA1	ENSEEEP00000012702	ENSEEEG00000006379	ADGRA1
ENSP00000588268	ENSG00000165689	ENTR1	ENSEEEP00000028567	ENSEEEG00000013723	entr1
ENSP00000627822	ENSG00000165996	HACD1	ENSEEEP00000020367	ENSEEEG00000009939	HACD1
ENSP00000468733	ENSG00000105518	TMEM205	ENSEEEP00000039004	ENSEEEG00000018511	TMEM205
ENSP00000571111	ENSG00000119777	TMEM214	ENSEEEP00000043793	ENSEEEG00000020691	TMEM214
ENSP00000707420	ENSG00000134020	PEBP4	ENSEEEP00000001905	ENSEEEG00000001195	PEBP4
ENSP00000384966	ENSG00000184903	IMMP2L	ENSEEEP00000045984	ENSEEEG00000021665	IMMP2L
ENSP00000548260	ENSG00000146729	NIPSNAP2	ENSEEEP00000040611	ENSEEEG00000019233	NIPSNAP2
ENSP00000356179	ENSG00000058673	ZC3H11A	ENSEEEP00000032514	ENSEEEG00000015502	zc3h11a
ENSP00000616379	ENSG00000107130	NCS1	ENSEEEP00000033947	ENSEEEG00000016162	ncs1a
ENSP00000314776	ENSG00000176055	MBLAC2	ENSEEEP00000046607	ENSEEEG00000021942	MBLAC2
ENSP00000166345	ENSG00000071539	TRIP13	ENSEEEP00000021479	ENSEEEG00000010432	TRIP13
ENSP00000793960	ENSG00000137413	TAF8	ENSEEEP00000004542	ENSEEEG00000002368	TAF8
ENSP00000438863	ENSG00000065600	PACC1	ENSEEEP00000034199	ENSEEEG00000016289	PACC1
ENSP00000726912	ENSG00000014919	COX15	ENSEEEP00000028248	ENSEEEG00000013570	cox15
ENSP00000522833	ENSG00000134697	GNL2	ENSEEEP00000014782	ENSEEEG00000006870	GNL2
ENSP00000454360	ENSG00000169682	SPNS1	ENSEEEP00000005462	ENSEEEG00000002863	SPNS1
ENSP00000581783	ENSG00000253729	PRKDC	ENSEEEP00000052660	ENSEEEG00000024659	PRKDC
ENSP00000378221	ENSG00000138785	INTS12	ENSEEEP00000048090	ENSEEEG00000022648	INTS12
ENSP00000516492	ENSG00000140092	FBLN5	ENSEEEP00000048823	ENSEEEG00000022964	FBLN5
ENSP00000278175	ENSG00000148926	ADM	ENSEEEP00000031289	ENSEEEG00000014983	adma
ENSP00000569489	ENSG00000213281	NRAS	ENSEEEP00000044709	ENSEEEG00000021105	NRAS
ENSP00000569383	ENSG00000112695	COX7A2	ENSEEEP00000019030	ENSEEEG00000009342	COX7A2
ENSP00000306330	ENSG00000170027	YWHAG	ENSEEEP00000000193	ENSEEEG00000000139	ywhag1
ENSP00000263370	ENSG00000086544	ITPKC	ENSEEEP00000062128	ENSEEEG00000026026	itpkcb
ENSP00000588564	ENSG00000011426	ANLN	ENSEEEP00000030590	ENSEEEG00000014564	ANLN
ENSP00000263468	ENSG00000110318	CEP126	ENSEEEP00000057802	ENSEEEG00000026481	
ENSP00000593330	ENSG00000229833	PET100	ENSEEEP00000044126	ENSEEEG00000020854	PET100
ENSP00000640252	ENSG00000167930	FAM234A	ENSEEEP00000061238	ENSEEEG00000023970	FAM234A
ENSP00000630196	ENSG00000112419	PHACTR2	ENSEEEP00000007492	ENSEEEG00000003919	PHACTR2
ENSP00000313332	ENSG00000131943	C19orf12	ENSEEEP00000022522	ENSEEEG00000010933	C19orf12
ENSP00000687239	ENSG00000165424	ZCCHC24	ENSEEEP00000000172	ENSEEEG00000000131	ZCCHC24
ENSP00000263776	ENSG00000110455	ACCS	ENSEEEP00000038576	ENSEEEG00000018272	
ENSP00000296677	ENSG00000164251	F2RL1	ENSEEEP00000022321	ENSEEEG00000010834	f2rl1.1
ENSP00000464443	ENSG00000109083	IFT20	ENSEEEP00000052486	ENSEEEG00000024583	IFT20
ENSP00000409007	ENSG00000168621	GDNF	ENSEEEP00000019828	ENSEEEG00000009703	gdnfa
ENSP00000368127	ENSG00000205129	CFAP96	ENSEEEP00000022832	ENSEEEG00000011078	C4orf47
ENSP00000337439	ENSG00000165617	DACT1	ENSEEEP00000008209	ENSEEEG00000004288	DACT1
ENSP00000629168	ENSG00000151304	SRFBP1	ENSEEEP00000057315	ENSEEEG00000024825	SRFBP1
ENSP00000455444	ENSG00000261787	TCF24	ENSEEEP00000020279	ENSEEEG00000009903	TCF24
ENSP00000737529	ENSG00000161654	LSM12	ENSEEEP00000007797	ENSEEEG00000004079	lsm12b
ENSP00000497648	ENSG00000104738	MCM4	ENSEEEP00000063760	ENSEEEG00000010819	MCM4
ENSP00000670394	ENSG00000177225	GATD1	ENSEEEP00000061230	ENSEEEG00000025634	GATD1
ENSP00000337226	ENSG00000170779	CDCA4	ENSEEEP00000055562	ENSEEEG00000028641	CDCA4
ENSP00000301396	ENSG00000141456	PELP1	ENSEEEP00000024176	ENSEEEG00000011728	AP1G2
ENSP00000447488	ENSG00000111052	LIN7A	ENSEEEP00000052172	ENSEEEG00000024462	LIN7A
ENSP00000357917	ENSG00000213190	MLLT11	ENSEEEP00000050842	ENSEEEG00000023881	MLLT11
ENSP00000564676	ENSG00000135678	CPM	ENSEEEP00000052378	ENSEEEG00000024539	CPM
ENSP00000431706	ENSG00000166323	C11orf65	ENSEEEP00000028509	ENSEEEG00000013696	
ENSP00000421927	ENSG00000168310	IRF2	ENSEEEP00000033337	ENSEEEG00000015844	IRF2
ENSP00000419370	ENSG00000156928	MALSU1	ENSEEEP00000008902	ENSEEEG00000004597	si:zfos-1192g2.3
ENSP00000379889	ENSG00000171243	SOSTDC1	ENSEEEP00000032168	ENSEEEG00000015344	sostdc1b
ENSP00000379897	ENSG00000122644	ARL4A	ENSEEEP00000032163	ENSEEEG00000015340	arl4ab
ENSP00000605128	ENSG00000108578	BLMH	ENSEEEP00000046733	ENSEEEG00000021947	BLMH
ENSP00000294309	ENSG00000162341	TPCN2	ENSEEEP00000055927	ENSEEEG00000018286	tpcn2
ENSP00000506793	ENSG00000155906	RMND1	ENSEEEP00000001580	ENSEEEG00000000911	RMND1
ENSP00000573662	ENSG00000197157	SND1	ENSEEEP00000053514	ENSEEEG00000011898	SND1
ENSP00000566975	ENSG00000183431	SF3A3	ENSEEEP00000028346	ENSEEEG00000013624	SF3A3
ENSP00000607768	ENSG00000068383	INPP5A	ENSEEEP00000062040	ENSEEEG00000017276	INPP5A
ENSP00000587218	ENSG00000164066	INTU	ENSEEEP00000034791	ENSEEEG00000016545	INTU
ENSP00000553788	ENSG00000161800	RACGAP1	ENSEEEP00000052088	ENSEEEG00000024429	RACGAP1
ENSP00000356632	ENSG00000146386	ABRACL	ENSEEEP00000059868	ENSEEEG00000024634	abracl
ENSP00000429225	ENSG00000113312	TTC1	ENSEEEP00000043766	ENSEEEG00000020689	TTC1
ENSP00000686934	ENSG00000130300	PLVAP	ENSEEEP00000038733	ENSEEEG00000018381	plvapa
ENSP00000256367	ENSG00000133985	TTC9	ENSEEEP00000000820	ENSEEEG00000000554	TTC9
ENSP00000295824	ENSG00000163576	EFHB	ENSEEEP00000004986	ENSEEEG00000002592	EFHB
ENSP00000519019	ENSG00000021574	SPAST	ENSEEEP00000036698	ENSEEEG00000017258	SPAST
ENSP00000518551	ENSG00000180488	MIGA1	ENSEEEP00000026246	ENSEEEG00000012685	MIGA1
ENSP00000553635	ENSG00000002834	LASP1	ENSEEEP00000042927	ENSEEEG00000020255	LASP1
ENSP00000534154	ENSG00000145192	AHSG	ENSEEEP00000035944	ENSEEEG00000017094	ahsg2
ENSP00000435444	ENSG00000167994	RAB3IL1	ENSEEEP00000037656	ENSEEEG00000017878	NDE1
ENSP00000265351	ENSG00000124571	XPO5	ENSEEEP00000014467	ENSEEEG00000007165	XPO5
ENSP00000491193	ENSG00000243335	KCTD7	ENSEEEP00000044961	ENSEEEG00000021219	KCTD7
ENSP00000397240	ENSG00000163923	RPL39L	ENSEEEP00000030214	ENSEEEG00000014481	rpl39
ENSP00000501025	ENSG00000185670	ZBTB3	ENSEEEP00000035550	ENSEEEG00000016935	ZBTB3
ENSP00000329214	ENSG00000184005	ST6GALNAC3	ENSEEEP00000023934	ENSEEEG00000011617	st6galnac3
ENSP00000542188	ENSG00000165478	HEPACAM	ENSEEEP00000010080	ENSEEEG00000005112	HEPACAM
ENSP00000418757	ENSG00000163659	TIPARP	ENSEEEP00000033023	ENSEEEG00000015727	TIPARP
ENSP00000432386	ENSG00000110060	PUS3	ENSEEEP00000001582	ENSEEEG00000001012	PUS3
ENSP00000587393	ENSG00000104859	CLASRP	ENSEEEP00000033350	ENSEEEG00000015845	CLASRP
ENSP00000346564	ENSG00000175274	TP53I11	ENSEEEP00000022660	ENSEEEG00000011005	tp53i11b
ENSP00000248706	ENSG00000128045	RASL11B	ENSEEEP00000052691	ENSEEEG00000026477	RASL11B
ENSP00000427006	ENSG00000109133	TMEM33	ENSEEEP00000032380	ENSEEEG00000015437	TMEM33
ENSP00000233826	ENSG00000115474	KCNJ13	ENSEEEP00000000592	ENSEEEG00000000426	KCNJ13
ENSP00000361850	ENSG00000122861	PLAU	ENSEEEP00000050502	ENSEEEG00000023745	plaua
ENSP00000263753	ENSG00000129810	SGO1	ENSEEEP00000025599	ENSEEEG00000012420	SGO1
ENSP00000376366	ENSG00000112290	WASF1	ENSEEEP00000044515	ENSEEEG00000021029	WASF1
ENSP00000512004	ENSG00000138750	NUP54	ENSEEEP00000034396	ENSEEEG00000016279	NUP54
ENSP00000484686	ENSG00000084207	GSTP1	ENSEEEP00000048172	ENSEEEG00000022676	GSTP1
ENSP00000450482	ENSG00000168398	BDKRB2	ENSEEEP00000019431	ENSEEEG00000009522	BDKRB2
ENSP00000586038	ENSG00000172780	RAB43	ENSEEEP00000016483	ENSEEEG00000008168	RAB43
ENSP00000523585	ENSG00000162227	TAF6L	ENSEEEP00000042393	ENSEEEG00000020018	TAF6L
ENSP00000578243	ENSG00000100532	CGRRF1	ENSEEEP00000022337	ENSEEEG00000010840	CGRRF1
ENSP00000226067	ENSG00000108924	HLF	ENSEEEP00000017841	ENSEEEG00000008811	hlfb
ENSP00000531933	ENSG00000066557	LRRC40	ENSEEEP00000032056	ENSEEEG00000015284	LRRC40
ENSP00000762419	ENSG00000254901	BORCS8	ENSEEEP00000047698	ENSEEEG00000022453	BORCS8
ENSP00000328412	ENSG00000185527	PDE6G	ENSEEEP00000000210	ENSEEEG00000000153	pde6gb
ENSP00000326846	ENSG00000179476	DORIP1	ENSEEEP00000029487	ENSEEEG00000014123	C14orf28
ENSP00000587902	ENSG00000115446	UNC50	ENSEEEP00000006390	ENSEEEG00000003390	UNC50
ENSP00000386452	ENSG00000180336	MEIOC	ENSEEEP00000032906	ENSEEEG00000015662	
ENSP00000574226	ENSG00000106511	MEOX2	ENSEEEP00000056970	ENSEEEG00000026381	meox2a
ENSP00000463042	ENSG00000136450	SRSF1	ENSEEEP00000040707	ENSEEEG00000019292	srsf1b
ENSP00000355954	ENSG00000162772	ATF3	ENSEEEP00000050052	ENSEEEG00000023538	ATF3
ENSP00000767346	ENSG00000110700	RPS13	ENSEEEP00000041678	ENSEEEG00000019716	RPS13
ENSP00000355124	ENSG00000171345	KRT19	ENSEEEP00000031148	ENSEEEG00000014922	si:ch211-156l18.7
ENSP00000310623	ENSG00000136003	ISCU	ENSEEEP00000049451	ENSEEEG00000023242	ISCU
ENSP00000350331	ENSG00000196372	ASB13	ENSEEEP00000044695	ENSEEEG00000021104	asb13b
ENSP00000686903	ENSG00000108641	B9D1	ENSEEEP00000010963	ENSEEEG00000005553	B9D1
ENSP00000521083	ENSG00000127588	GNG13	ENSEEEP00000012617	ENSEEEG00000006329	GNG13
ENSP00000301452	ENSG00000167769	ACER1	ENSEEEP00000034535	ENSEEEG00000016429	ACER1
ENSP00000542108	ENSG00000135164	DMTF1	ENSEEEP00000008257	ENSEEEG00000004314	DMTF1
ENSP00000618375	ENSG00000152463	OLAH	ENSEEEP00000014721	ENSEEEG00000007323	olah
ENSP00000425561	ENSG00000151247	EIF4E	ENSEEEP00000014566	ENSEEEG00000007244	eif4ea
ENSP00000578294	ENSG00000172482	AGXT	ENSEEEP00000010266	ENSEEEG00000005025	agxta
ENSP00000793694	ENSG00000064652	SNX24	ENSEEEP00000063302	ENSEEEG00000029135	SNX24
ENSP00000593509	ENSG00000135108	FBXO21	ENSEEEP00000019587	ENSEEEG00000009594	FBXO21
ENSP00000638376	ENSG00000173442	EHBP1L1	ENSEEEP00000042410	ENSEEEG00000020023	ehbp1l1a
ENSP00000357981	ENSG00000163131	CTSS	ENSEEEP00000000183	ENSEEEG00000000099	ctss2.1
ENSP00000350699	ENSG00000164022	AIMP1	ENSEEEP00000001130	ENSEEEG00000000758	aimp1a
ENSP00000588699	ENSG00000174705	SH3PXD2B	ENSEEEP00000014238	ENSEEEG00000007056	SH3PXD2B
ENSP00000340292	ENSG00000185559	DLK1	ENSEEEP00000009872	ENSEEEG00000005020	DLK1
ENSP00000665190	ENSG00000178927	CYBC1	ENSEEEP00000033697	ENSEEEG00000016042	CYBC1
ENSP00000339324	ENSG00000188725	SMIM15	ENSEEEP00000024197	ENSEEEG00000011734	SMIM15
ENSP00000357393	ENSG00000143590	EFNA3	ENSEEEP00000035532	ENSEEEG00000016924	efna3b
ENSP00000560344	ENSG00000129083	COPB1	ENSEEEP00000041655	ENSEEEG00000019708	COPB1
ENSP00000298097	ENSG00000165355	FBXO33	ENSEEEP00000062297	ENSEEEG00000027864	FBXO33
ENSP00000726858	ENSG00000154813	DPH3	ENSEEEP00000064216	ENSEEEG00000026387	DPH3
ENSP00000562577	ENSG00000105771	SMG9	ENSEEEP00000037229	ENSEEEG00000017695	SMG9
ENSP00000294008	ENSG00000188827	SLX4	ENSEEEP00000019307	ENSEEEG00000009456	
ENSP00000553484	ENSG00000136770	DNAJC1	ENSEEEP00000026593	ENSEEEG00000012858	DNAJC1
ENSP00000492737	ENSG00000138760	SCARB2	ENSEEEP00000060683	ENSEEEG00000011132	scarb2c
ENSP00000542099	ENSG00000111057	KRT18	ENSEEEP00000051833	ENSEEEG00000024330	krt18a.1
ENSP00000348020	ENSG00000119684	MLH3	ENSEEEP00000041330	ENSEEEG00000019562	MLH3
ENSP00000265295	ENSG00000040275	SPDL1	ENSEEEP00000030769	ENSEEEG00000014725	SPDL1
ENSP00000582149	ENSG00000130254	SAFB2	ENSEEEP00000032971	ENSEEEG00000015699	SAFB
ENSP00000584297	ENSG00000272325	NUDT3	ENSEEEP00000063467	ENSEEEG00000025714	nudt3b
ENSP00000498253	ENSG00000133030	MPRIP	ENSEEEP00000054410	ENSEEEG00000010825	MPRIP
ENSP00000566448	ENSG00000057704	TMCC3	ENSEEEP00000013673	ENSEEEG00000006825	TMCC3
ENSP00000414398	ENSG00000090520	DNAJB11	ENSEEEP00000040722	ENSEEEG00000019291	dnajb11
ENSP00000263657	ENSG00000115946	PNO1	ENSEEEP00000018311	ENSEEEG00000008995	PNO1
ENSP00000652982	ENSG00000086200	IPO11	ENSEEEP00000037957	ENSEEEG00000018026	IPO11
ENSP00000655830	ENSG00000168952	STXBP6	ENSEEEP00000018758	ENSEEEG00000009211	STXBP6
ENSP00000314806	ENSG00000176302	FOXR1	ENSEEEP00000009694	ENSEEEG00000004944	FOXR1
ENSP00000257934	ENSG00000135476	ESPL1	ENSEEEP00000027935	ENSEEEG00000013446	ESPL1
ENSP00000345412	ENSG00000149532	CPSF7	ENSEEEP00000001993	ENSEEEG00000001243	CPSF7
ENSP00000386940	ENSG00000150540	HNMT	ENSEEEP00000015193	ENSEEEG00000007572	HNMT
ENSP00000359727	ENSG00000112208	BAG2	ENSEEEP00000055812	ENSEEEG00000008982	BAG2
ENSP00000564984	ENSG00000157978	LDLRAP1	ENSEEEP00000028533	ENSEEEG00000013704	ldlrap1b
ENSP00000592489	ENSG00000112658	SRF	ENSEEEP00000036505	ENSEEEG00000017352	srfb
ENSP00000562662	ENSG00000009765	IYD	ENSEEEP00000004114	ENSEEEG00000002187	IYD
ENSP00000416583	ENSG00000023697	DERA	ENSEEEP00000037414	ENSEEEG00000017787	DERA
ENSP00000557238	ENSG00000124767	GLO1	ENSEEEP00000023766	ENSEEEG00000011516	GLO1
ENSP00000501597	ENSG00000106477	CEP41	ENSEEEP00000015479	ENSEEEG00000007676	CEP41
ENSP00000355996	ENSG00000123689	G0S2	ENSEEEP00000003844	ENSEEEG00000002057	G0S2
ENSP00000443292	ENSG00000139438	FAM222A	ENSEEEP00000054269	ENSEEEG00000025136	FAM222A
ENSP00000426504	ENSG00000172262	ZNF131	ENSEEEP00000043436	ENSEEEG00000020533	ZNF131
ENSP00000359474	ENSG00000143032	BARHL2	ENSEEEP00000001253	ENSEEEG00000000852	BARHL2
ENSP00000304643	ENSG00000169885	CALML6	ENSEEEP00000013418	ENSEEEG00000006721	CALML6
ENSP00000459626	ENSG00000186260	MRTFB	ENSEEEP00000020901	ENSEEEG00000010192	mrtfba
ENSP00000229332	ENSG00000111729	CLEC4A	ENSEEEP00000050746	ENSEEEG00000023844	asgrl1
ENSP00000789368	ENSG00000164120	HPGD	ENSEEEP00000036661	ENSEEEG00000017405	HPGD
ENSP00000265734	ENSG00000105810	CDK6	ENSEEEP00000043693	ENSEEEG00000020659	CDK6
ENSP00000438762	ENSG00000184154	LRRC51	ENSEEEP00000002988	ENSEEEG00000001702	LRRC51
ENSP00000562632	ENSG00000196975	ANXA4	ENSEEEP00000027834	ENSEEEG00000013281	ANXA4
ENSP00000281623	ENSG00000151876	FBXO4	ENSEEEP00000043427	ENSEEEG00000020525	FBXO4
ENSP00000526740	ENSG00000141002	TCF25	ENSEEEP00000035814	ENSEEEG00000016702	TCF25
ENSP00000593514	ENSG00000172590	MRPL52	ENSEEEP00000011778	ENSEEEG00000005930	MRPL52
ENSP00000552156	ENSG00000177030	DEAF1	ENSEEEP00000020425	ENSEEEG00000009969	DEAF1
ENSP00000698781	ENSG00000151743	AMN1	ENSEEEP00000039483	ENSEEEG00000018752	AMN1
ENSP00000359976	ENSG00000116761	CTH	ENSEEEP00000010376	ENSEEEG00000005093	cthl
ENSP00000362962	ENSG00000119397	CNTRL	ENSEEEP00000051313	ENSEEEG00000024080	DRC3
ENSP00000430493	ENSG00000155508	CNOT8	ENSEEEP00000040736	ENSEEEG00000019307	CNOT8
ENSP00000264553	ENSG00000197540	GZMM	ENSEEEP00000047772	ENSEEEG00000022487	si:dkey-78l4.13
ENSP00000359410	ENSG00000172031	EPHX4	ENSEEEP00000002410	ENSEEEG00000001411	EPHX4
ENSP00000383023	ENSG00000215375	MYL5	ENSEEEP00000030273	ENSEEEG00000014516	MYL5
ENSP00000434435	ENSG00000166801	FAM111A	ENSEEEP00000063288	ENSEEEG00000025017	fam111.2
ENSP00000324741	ENSG00000146826	TRAPPC14	ENSEEEP00000053582	ENSEEEG00000026652	map11
ENSP00000319817	ENSG00000125741	OPA3	ENSEEEP00000062878	ENSEEEG00000026288	OPA3
ENSP00000263181	ENSG00000121621	KIF18A	ENSEEEP00000036663	ENSEEEG00000017404	KIF18A
ENSP00000323880	ENSG00000129654	FOXJ1	ENSEEEP00000047466	ENSEEEG00000022334	foxj1a
ENSP00000390084	ENSG00000188803	SHISA6	ENSEEEP00000057209	ENSEEEG00000027332	SHISA6
ENSP00000378917	ENSG00000168488	ATXN2L	ENSEEEP00000005445	ENSEEEG00000002857	ATXN2L
ENSP00000349541	ENSG00000177469	CAVIN1	ENSEEEP00000042703	ENSEEEG00000020151	cavin1b
ENSP00000609022	ENSG00000159784	FAM131B	ENSEEEP00000015795	ENSEEEG00000007815	fam131ba
ENSP00000258975	ENSG00000136463	TACO1	ENSEEEP00000048456	ENSEEEG00000022806	TACO1
ENSP00000718161	ENSG00000073584	SMARCE1	ENSEEEP00000004536	ENSEEEG00000002366	SMARCE1
ENSP00000497131	ENSG00000105825	TFPI2	ENSEEEP00000044905	ENSEEEG00000021198	TFPI2
ENSP00000625011	ENSG00000060140	STYK1	ENSEEEP00000051084	ENSEEEG00000023989	styk1b
ENSP00000798045	ENSG00000180233	ZNRF2	ENSEEEP00000058996	ENSEEEG00000028552	znrf2b
ENSP00000369419	ENSG00000127954	STEAP4	ENSEEEP00000040500	ENSEEEG00000019184	steap4
ENSP00000408367	ENSG00000168802	CHTF8	ENSEEEP00000021030	ENSEEEG00000010259	CHTF8
ENSP00000792670	ENSG00000164649	CDCA7L	ENSEEEP00000011000	ENSEEEG00000005570	cdca7b
ENSP00000354218	ENSG00000104881	PPP1R13L	ENSEEEP00000030450	ENSEEEG00000014588	PPP1R13L
ENSP00000273861	ENSG00000145248	SLC10A4	ENSEEEP00000043720	ENSEEEG00000020666	SLC10A4
ENSP00000507590	ENSG00000123415	SMUG1	ENSEEEP00000054178	ENSEEEG00000027786	SMUG1
ENSP00000511999	ENSG00000155530	LRGUK	ENSEEEP00000021988	ENSEEEG00000010678	lrguk
ENSP00000548375	ENSG00000254772	EEF1G	ENSEEEP00000035445	ENSEEEG00000016854	eef1g
ENSP00000441549	ENSG00000168813	ZNF507	ENSEEEP00000042835	ENSEEEG00000020208	ZNF507
ENSP00000425497	ENSG00000173610	UGT2A1	ENSEEEP00000013947	ENSEEEG00000028391	
ENSP00000233057	ENSG00000055332	EIF2AK2	ENSEEEP00000008821	ENSEEEG00000004560	EIF2AK2
ENSP00000365523	ENSG00000141034	GID4	ENSEEEP00000040454	ENSEEEG00000019161	GID4
ENSP00000621308	ENSG00000109680	TBC1D19	ENSEEEP00000041429	ENSEEEG00000019589	TBC1D19
ENSP00000230792	ENSG00000112874	NUDT12	ENSEEEP00000018710	ENSEEEG00000009197	NUDT12
ENSP00000603845	ENSG00000106077	ABHD11	ENSEEEP00000010722	ENSEEEG00000005427	ABHD11
ENSP00000274787	ENSG00000146066	HIGD2A	ENSEEEP00000056105	ENSEEEG00000028969	higd2a
ENSP00000305973	ENSG00000198353	HOXC4	ENSEEEP00000043135	ENSEEEG00000020368	hoxc4a
ENSP00000559069	ENSG00000204852	TCTN1	ENSEEEP00000051640	ENSEEEG00000024248	TCTN1
ENSP00000791478	ENSG00000163634	THOC7	ENSEEEP00000016426	ENSEEEG00000008054	THOC7
ENSP00000599976	ENSG00000006704	GTF2IRD1	ENSEEEP00000008667	ENSEEEG00000004501	GTF2IRD1
ENSP00000525045	ENSG00000182271	TMIGD1	ENSEEEP00000040843	ENSEEEG00000019349	tmigd1
ENSP00000378857	ENSG00000178252	WDR6	ENSEEEP00000045624	ENSEEEG00000021523	WDR6
ENSP00000585411	ENSG00000130511	SSBP4	ENSEEEP00000055301	ENSEEEG00000025084	SSBP4
ENSP00000323516	ENSG00000181408	UTS2R	ENSEEEP00000004320	ENSEEEG00000002277	UTS2R
ENSP00000326110	ENSG00000181751	MACIR	ENSEEEP00000042056	ENSEEEG00000019868	MACIR
ENSP00000442793	ENSG00000166546	BEAN1	ENSEEEP00000056898	ENSEEEG00000020582	BEAN1
ENSP00000532633	ENSG00000172273	HINFP	ENSEEEP00000029827	ENSEEEG00000014290	HINFP
ENSP00000792104	ENSG00000103241	FOXF1	ENSEEEP00000036052	ENSEEEG00000017147	FOXF1
ENSP00000338258	ENSG00000179604	CDC42EP4	ENSEEEP00000059812	ENSEEEG00000027339	cdc42ep4a
ENSP00000633756	ENSG00000154099	DNAAF1	ENSEEEP00000035054	ENSEEEG00000016668	DNAAF1
ENSP00000333283	ENSG00000185504	FAAP100	ENSEEEP00000017433	ENSEEEG00000008625	FAAP100
ENSP00000260810	ENSG00000163781	TOPBP1	ENSEEEP00000014847	ENSEEEG00000007392	TOPBP1
ENSP00000238558	ENSG00000133937	GSC	ENSEEEP00000063055	ENSEEEG00000025098	gsc
ENSP00000605874	ENSG00000042088	TDP1	ENSEEEP00000011766	ENSEEEG00000005727	TDP1
ENSP00000622654	ENSG00000076984	MAP2K7	ENSEEEP00000041293	ENSEEEG00000019536	MAP2K7
ENSP00000509273	ENSG00000108061	SHOC2	ENSEEEP00000063162	ENSEEEG00000028598	SHOC2
ENSP00000340330	ENSG00000172977	KAT5	ENSEEEP00000061524	ENSEEEG00000026157	kat5b
ENSP00000581158	ENSG00000164161	HHIP	ENSEEEP00000016958	ENSEEEG00000008403	HHIP
ENSP00000387051	ENSG00000152102	FAM168B	ENSEEEP00000020926	ENSEEEG00000010202	FAM168B
ENSP00000669326	ENSG00000122008	POLK	ENSEEEP00000007972	ENSEEEG00000004160	POLK
ENSP00000320898	ENSG00000163961	RNF168	ENSEEEP00000050408	ENSEEEG00000023705	RNF168
ENSP00000439467	ENSG00000071994	PDCD2	ENSEEEP00000005136	ENSEEEG00000002677	PDCD2
ENSP00000549677	ENSG00000151461	UPF2	ENSEEEP00000003412	ENSEEEG00000001903	UPF2
ENSP00000579921	ENSG00000161996	WDR90	ENSEEEP00000010148	ENSEEEG00000005146	
ENSP00000564290	ENSG00000055813	CCDC85A	ENSEEEP00000039180	ENSEEEG00000018623	CCDC85A
ENSP00000265840	ENSG00000110675	ELMOD1	ENSEEEP00000005894	ENSEEEG00000003127	ELMOD1
ENSP00000230048	ENSG00000112304	ACOT13	ENSEEEP00000053825	ENSEEEG00000028817	ACOT13
ENSP00000357131	ENSG00000146376	ARHGAP18	ENSEEEP00000010032	ENSEEEG00000004811	ARHGAP18
ENSP00000299596	ENSG00000166471	TMEM41B	ENSEEEP00000062918	ENSEEEG00000027922	TMEM41B
ENSP00000346335	ENSG00000119720	NRDE2	ENSEEEP00000028196	ENSEEEG00000013567	NRDE2
ENSP00000499062	ENSG00000153879	CEBPG	ENSEEEP00000058679	ENSEEEG00000027842	CEBPG
ENSP00000387204	ENSG00000116030	SUMO1	ENSEEEP00000022676	ENSEEEG00000011009	SUMO1
ENSP00000329452	ENSG00000183032	SLC25A21	ENSEEEP00000061403	ENSEEEG00000021266	SLC25A21
ENSP00000584156	ENSG00000137692	DCUN1D5	ENSEEEP00000050144	ENSEEEG00000023587	DCUN1D5
ENSP00000564093	ENSG00000165819	METTL3	ENSEEEP00000001113	ENSEEEG00000000744	METTL3
